Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
35,left,Sillon_Central,2,4.1818657,-3.909971,-4.3683877,-7.935538,-7.114240097999573
35,left,Sillon_Temporal_superieur,3,2.7917886,-2.0413575,-2.6340353,-5.427404,-4.749782419204712
35,left,S.Pe.C.inf.,4,2.843145,-2.7792294,-2.7149105,-6.514088,-5.9629384756088255
35,left,S.Pe.C.sup.,5,2.2336106,-1.3824378,-1.3461275,-5.6548967,-5.019953441619873
35,left,S.Po.C.,6,2.3309293,-1.4560208,-1.687393,-6.0501504,-5.394029974937439
35,left,Fissure_Intra_Parietale,7,2.5407443,-2.3965497,-2.510683,-5.3636265,-5.000007581710816
35,left,Sillon_Frontal_superieur,8,2.3109283,-1.7568208,-2.0965059,-5.3018208,-4.434515523910522
35,left,Sillon_Frontal_inferieur,9,2.164821,-2.084939,-2.1736438,-5.3072805,-4.080512452125549
35,left,S.T.i.,10,2.0767682,1.9796201,1.1137384,-0.9804285,-0.5124680459499359
35,left,F.C.M.,11,4.103143,-4.033777,-4.2375703,-8.019949,-7.133906579017639
35,left,Fissure_Calcarine.,12,5.352899,-5.323502,-5.5577726,-9.76401,-8.947229957580566
35,left,S.F.int.,13,0.9405875,0.8008509,0.6387958,-1.1042616,-0.5478160083293915
35,left,S.R.inf,14,1.3837042,1.015331,0.9309636,-1.3548759,-1.0351933538913727
35,left,F.Coll.,15,3.0916014,-3.032645,-3.2656949,-5.914219,-5.383160161972046
35,left,S.S.p.,16,1.852156,-1.1405518,-1.4626088,-4.1777368,-3.667270243167877
35,left,S.Call.,17,2.578378,-2.578378,-2.7457972,-5.399403,-4.174060916900634
35,left,Fissure_Parieto_Occipitale,18,3.5864036,-3.5358634,-3.468213,-7.1268525,-6.7568113803863525
35,left,Sillon_Olfactif,19,1.588171,0.8460013,0.63696456,-1.8486233,-1.611999750137329
35,left,S.Or.,20,1.3682462,0.2086152,-0.03832056,-2.5224705,-2.1521777391433714
35,left,S.O.T.Lat.,21,1.3811792,-1.1502091,-1.2176502,-3.4722593,-3.0272592902183533
35,left,S.C.LPC.,22,1.3583972,1.3583972,1.3020167,0.61865675,0.8024993181228638
35,left,S.F.int.,23,1.2534126,-1.0397041,-1.1233323,-2.814924,-2.540764272212982
35,left,S.F.marginal,24,1.5893763,1.4348711,1.0302584,-0.84939855,-0.5790581405162811
35,left,S.F.Orbitaire,25,1.7043477,1.7043477,1.5663598,1.0597562,1.1091428637504577
35,left,S.Rh.,26,3.0014827,3.0014827,2.8432634,1.1824667,1.3136077880859376
35,left,F.I.P.sup.,27,3.2761292,-2.992711,-3.2442107,-6.1110425,-5.779172039031982
35,left,S.Pa.sup.,28,2.958024,2.958024,2.8268647,2.3208616,2.337299418449402
