Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
39,left,Sillon_Central,2,4.2837815,-4.1676574,-4.3649383,-8.905113,-7.753081107139587
39,left,Sillon_Temporal_superieur,3,3.3816895,-2.9792645,-3.3672242,-6.6813803,-5.93514461517334
39,left,S.Pe.C.inf.,4,3.4900243,-3.4176617,-3.3944492,-7.9834595,-7.072945070266724
39,left,S.Pe.C.sup.,5,2.8220036,-2.4454129,-2.4772222,-6.5438576,-6.051582622528076
39,left,S.Po.C.,6,2.9529085,-2.3941753,-2.7166734,-7.230175,-6.37815260887146
39,left,Fissure_Intra_Parietale,7,3.7729218,-3.7442846,-3.6347194,-7.177444,-6.7647583246231076
39,left,Sillon_Frontal_superieur,8,3.0664024,-2.8049092,-3.18023,-5.751714,-5.037642765045166
39,left,Sillon_Frontal_inferieur,9,2.0510182,-2.0180502,-2.0484025,-5.158085,-3.7975670337677
39,left,S.T.i.,10,1.2808447,1.0661645,0.6411058,-1.2777604,-0.6592420279979706
39,left,F.C.M.,11,4.391962,-4.353808,-4.564828,-8.896342,-7.810018849372864
39,left,Fissure_Calcarine.,12,4.8810425,-4.872303,-4.788232,-9.683719,-8.843730926513672
39,left,S.F.int.,13,0.78578436,0.43011424,0.2853286,-1.5491326,-0.8051601052284241
39,left,S.R.inf,14,1.4559993,0.45112658,0.38770294,-2.4015331,-2.053183078765869
39,left,F.Coll.,15,3.8697162,-3.8654163,-3.9585848,-6.892252,-6.278143310546875
39,left,S.S.p.,16,2.4128938,-1.9653413,-2.2067084,-5.611283,-5.036943960189819
39,left,S.Call.,17,1.991652,-1.9885577,-1.9707913,-4.666242,-3.7419812202453615
39,left,Fissure_Parieto_Occipitale,18,3.5127494,-3.4092875,-3.3972828,-7.6762714,-7.140441179275513
39,left,Sillon_Olfactif,19,1.2213855,-0.4130586,-0.6127921,-2.6940084,-2.392505168914795
39,left,S.Or.,20,1.891718,-1.2318705,-1.3320273,-4.45872,-4.0078614234924315
39,left,S.O.T.Lat.,21,1.9132596,-1.8050272,-1.8541994,-4.685377,-4.159569501876831
39,left,S.C.LPC.,22,1.3693743,1.3693743,1.2432718,0.82922196,0.8626809597015381
39,left,S.F.int.,23,1.8557745,-1.7795515,-1.7534366,-3.675652,-3.5036744475364685
39,left,S.F.marginal,24,1.3977306,-0.19749847,-0.68477035,-2.2099702,-2.0704482793807983
39,left,S.F.Orbitaire,25,1.1840141,1.1840141,1.0621643,0.22006857,0.29157144129276275
39,left,S.Rh.,26,1.895985,1.895985,1.6125083,0.0019076708,0.16436189115047456
39,left,F.I.P.sup.,27,3.6301172,-3.4495318,-3.4451408,-7.351263,-6.83809642791748
39,left,S.Pa.sup.,28,2.0812998,2.0812998,2.0611668,1.0065746,1.084107631444931
