Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
36,left,Sillon_Central,2,2.9538794,-2.9475727,-3.1033888,-5.4737434,-4.914518737792969
36,left,Sillon_Temporal_superieur,3,2.3879225,-2.2637494,-2.323133,-4.861261,-4.467161512374878
36,left,S.Pe.C.inf.,4,2.4772046,-2.361852,-2.6457388,-5.254163,-4.596683692932129
36,left,S.Pe.C.sup.,5,2.3521025,-2.2187676,-2.2517452,-5.1996994,-4.673411273956299
36,left,S.Po.C.,6,2.1859694,-2.0119567,-1.9164089,-5.490734,-4.838866591453552
36,left,Fissure_Intra_Parietale,7,2.6084814,-2.5930433,-2.4333777,-5.641979,-5.30993618965149
36,left,Sillon_Frontal_superieur,8,2.424264,-2.33582,-2.3563917,-5.031251,-4.6040126323699955
36,left,Sillon_Frontal_inferieur,9,2.2725759,-2.245327,-2.4229093,-4.409204,-4.061855220794678
36,left,S.T.i.,10,1.0842916,-0.47202927,-0.61673415,-2.7613206,-2.2373833656311035
36,left,F.C.M.,11,2.6628144,-2.53159,-2.7583017,-5.476004,-4.851022529602051
36,left,Fissure_Calcarine.,12,2.7928758,-2.6307356,-2.9695485,-5.465768,-5.0179540634155275
36,left,S.F.int.,13,1.256796,-1.1717538,-1.3363395,-3.2327156,-2.5235174894332886
36,left,S.R.inf,14,1.635326,-1.545668,-1.6216898,-3.2960618,-3.2478106021881104
36,left,F.Coll.,15,2.6210525,-2.3536673,-2.6249747,-5.571203,-4.879342269897461
36,left,S.S.p.,16,1.7891246,-1.533607,-1.4021227,-4.6187544,-3.938974475860596
36,left,S.Call.,17,2.9478626,-2.5106974,-2.7919352,-5.990725,-5.551643371582031
36,left,Fissure_Parieto_Occipitale,18,2.4816957,-2.431508,-2.658513,-4.8552575,-4.22519326210022
36,left,Sillon_Olfactif,19,2.899557,-2.713426,-3.0885885,-5.736945,-5.2703015327453615
36,left,S.Or.,20,1.5859394,-1.5532364,-1.49913,-3.7605872,-3.336962330341339
36,left,S.O.T.Lat.,21,2.1686153,-1.9178991,-2.0883093,-5.139905,-4.570913076400757
36,left,S.C.LPC.,22,0.5853437,-0.5685141,-0.5176695,-1.0544034,-0.9908257722854614
36,left,S.F.int.,23,1.9922744,-1.7559896,-1.7778139,-4.55644,-4.093191385269165
36,left,S.F.marginal,24,1.6213843,-1.4714832,-1.5471554,-3.8822238,-3.4262797236442566
36,left,S.F.Orbitaire,25,1.6334493,-1.6334493,-1.646434,-2.7035692,-2.568503427505493
36,left,S.Rh.,26,1.2970693,0.24912137,0.40068725,-2.9505808,-2.5066995143890383
36,left,F.I.P.sup.,27,2.2521653,-2.1319005,-2.0913074,-5.104994,-4.786355781555176
36,left,S.Pa.sup.,28,1.1077251,-0.4592089,-0.08723955,-2.4302864,-2.316722273826599
