Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
41,right,Sillon_Central,2,2.8750286,-2.8636746,-2.9408293,-5.5615487,-4.902897834777832
41,right,Sillon_Temporal_superieur,3,2.5693614,-2.4593155,-2.4373252,-5.4975657,-4.972985625267029
41,right,S.Pe.C.inf.,4,2.789973,-2.6670828,-2.9708252,-5.6249146,-4.86577296257019
41,right,S.Pe.C.sup.,5,2.535832,-2.4864156,-2.4132628,-5.773902,-5.106635212898254
41,right,S.Po.C.,6,2.53829,-2.2840266,-2.5349274,-5.1802764,-4.576670360565186
41,right,Fissure_Intra_Parietale,7,1.9735569,-1.4220251,-1.3875622,-4.9569173,-4.482825183868409
41,right,Sillon_Frontal_superieur,8,2.6020463,-2.5291798,-2.6259198,-5.2913933,-4.817768859863281
41,right,Sillon_Frontal_inferieur,9,2.249681,-2.1993482,-2.400239,-4.5996804,-3.9451241493225098
41,right,S.T.i.,10,1.8257985,-1.4813921,-1.6780388,-4.520098,-3.6982224225997924
41,right,F.C.M.,11,2.861061,-2.8107264,-2.9999104,-5.562693,-4.886245965957642
41,right,Fissure_Calcarine.,12,2.6095388,-2.5632758,-2.6669612,-5.249645,-4.8256385087966915
41,right,S.F.int.,13,1.2533165,-1.0201033,-1.1118412,-3.642979,-3.0016383647918703
41,right,S.R.inf,14,1.6762447,-1.6381532,-1.506254,-3.7510087,-3.5332207441329957
41,right,F.Coll.,15,2.787201,-2.6056647,-2.7790644,-5.759735,-5.453473377227783
41,right,S.S.p.,16,1.8813818,-1.6331202,-1.809136,-4.8214808,-3.9747451543807983
41,right,S.Call.,17,2.858927,-2.8169072,-3.01642,-5.9558926,-5.397501587867737
41,right,Fissure_Parieto_Occipitale,18,2.41096,-2.2882288,-2.5764275,-4.330946,-3.8719828605651854
41,right,Sillon_Olfactif,19,3.3401763,-3.321256,-3.500973,-5.8070617,-5.322835445404053
41,right,S.Or.,20,2.1146905,-1.9403701,-2.0293121,-4.74747,-4.260095691680908
41,right,S.O.T.Lat.,21,2.848109,-2.6210177,-2.9312005,-5.388368,-5.039406824111938
41,right,S.C.LPC.,22,1.6599488,-1.3747993,-1.5701908,-3.2337716,-3.089421033859253
41,right,S.F.int.,23,2.0331883,-1.8358675,-1.8044239,-4.728756,-4.399893283843994
41,right,S.F.marginal,24,2.4190376,-2.2959073,-2.5008926,-4.365802,-4.043810510635376
41,right,S.F.Orbitaire,25,1.9064883,-1.9064883,-1.9779153,-2.4920337,-2.3835371017456053
41,right,S.Rh.,26,1.7261937,-1.6276668,-1.6755371,-3.5084221,-3.3252742290496826
41,right,F.I.P.sup.,27,2.042895,-1.6391315,-1.7906314,-4.8931313,-4.334080505371094
41,right,S.Pa.sup.,28,1.5551535,-1.1702143,-1.527622,-3.0756907,-2.797904396057129
