Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
33,right,Sillon_Central,2,3.0211217,-2.8606284,-3.1557362,-5.3887973,-4.905916404724121
33,right,Sillon_Temporal_superieur,3,2.2544096,-2.1132348,-2.1415153,-5.2266173,-4.537979555130005
33,right,S.Pe.C.inf.,4,2.1399064,-1.8976114,-2.1077032,-5.072565,-4.417510271072388
33,right,S.Pe.C.sup.,5,1.7322121,-1.288134,-1.0943569,-4.8689613,-4.212402582168579
33,right,S.Po.C.,6,2.1543558,-1.6574625,-1.8529621,-4.9859805,-4.507654786109924
33,right,Fissure_Intra_Parietale,7,1.5250149,-0.9504965,-1.0890003,-3.948167,-3.4226710319519045
33,right,Sillon_Frontal_superieur,8,1.9942359,-1.8403323,-2.0210218,-4.347609,-3.8909041047096253
33,right,Sillon_Frontal_inferieur,9,1.9329073,-1.726892,-1.8747606,-4.8130183,-3.7994821071624756
33,right,S.T.i.,10,0.8018388,-0.3139327,-0.26425862,-2.3363857,-1.89939386844635
33,right,F.C.M.,11,2.3130028,-1.9719174,-2.1712236,-5.1449776,-4.630491328239441
33,right,Fissure_Calcarine.,12,2.7516441,-2.6085951,-2.8026156,-5.4374146,-4.971267294883728
33,right,S.F.int.,13,0.8929363,-0.7502857,-0.82672644,-2.2710116,-1.9208670675754547
33,right,S.R.inf,14,0.83493316,-0.521446,-0.39842492,-2.3912938,-2.1602649211883547
33,right,F.Coll.,15,2.1506245,-1.4145267,-1.3390949,-5.4716153,-4.958885288238525
33,right,S.S.p.,16,1.3391832,-0.26720783,-0.5265396,-3.4149978,-2.8177300691604614
33,right,S.Call.,17,2.0349092,-1.1453788,-1.452463,-5.384123,-4.230637311935425
33,right,Fissure_Parieto_Occipitale,18,2.340409,-2.218932,-2.490357,-4.41687,-4.075857877731323
33,right,Sillon_Olfactif,19,2.692012,-2.5019586,-2.7510176,-5.4723845,-5.1192673444747925
33,right,S.Or.,20,1.3320262,-0.73196906,-0.73255503,-3.4821532,-3.0147750854492186
33,right,S.O.T.Lat.,21,1.6617961,-1.4789479,-1.3292289,-4.7188735,-4.281871485710144
33,right,S.C.LPC.,22,1.0321789,-0.6687532,-0.53084135,-2.2132046,-2.163004922866821
33,right,S.F.int.,23,1.3895277,-1.2269864,-1.2668654,-3.311477,-3.061713695526123
33,right,S.F.marginal,24,1.3465273,-0.8329631,-1.0858216,-3.09727,-2.7635746598243713
33,right,S.F.Orbitaire,25,0.9100868,-0.9100868,-0.9407798,-1.0825971,-1.076130646467209
33,right,S.Rh.,26,0.9681468,-0.17569475,-0.20956686,-1.9387423,-1.860207587480545
33,right,F.I.P.sup.,27,1.5913626,-1.3508695,-1.3018076,-4.0366044,-3.4019308567047117
33,right,S.Pa.sup.,28,0.9927703,-0.14692655,-0.22888578,-1.8992412,-1.7748920440673828
