Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
29,left,Sillon_Central,2,3.008168,-2.8247814,-3.192287,-5.0353107,-4.765256690979004
29,left,Sillon_Temporal_superieur,3,1.6848904,-1.3430384,-1.3555378,-4.0838304,-3.603219199180603
29,left,S.Pe.C.inf.,4,1.4864304,-1.0904709,-1.0584736,-3.9552119,-3.492493760585785
29,left,S.Pe.C.sup.,5,1.1617861,0.18958212,0.13721994,-3.2273505,-2.0832245349884033
29,left,S.Po.C.,6,1.3797953,-0.9121167,-1.0758929,-3.4471197,-2.9448612332344055
29,left,Fissure_Intra_Parietale,7,1.4405705,-1.111962,-1.1699758,-3.5260513,-3.180650019645691
29,left,Sillon_Frontal_superieur,8,1.432677,-1.1068883,-1.2802895,-3.5778818,-2.869291353225708
29,left,Sillon_Frontal_inferieur,9,1.1713316,-1.0282847,-1.1447365,-3.0838916,-2.542907476425171
29,left,S.T.i.,10,0.80121636,0.5152582,0.40759894,-1.3243455,-0.8025052547454834
29,left,F.C.M.,11,1.9752345,-1.6630151,-1.746148,-4.4365582,-4.1375733613967896
29,left,Fissure_Calcarine.,12,2.805319,-2.4089873,-2.7759922,-5.5100603,-5.054103851318359
29,left,S.F.int.,13,0.85197634,-0.8080489,-0.86169827,-2.0052073,-1.6041876673698425
29,left,S.R.inf,14,0.6178337,-0.5935657,-0.49345487,-1.657973,-1.4665301442146301
29,left,F.Coll.,15,1.3243874,-0.94475174,-0.69341946,-4.6432686,-3.8904485940933227
29,left,S.S.p.,16,0.9196167,-0.3977509,-0.48763317,-2.319303,-1.9568317651748657
29,left,S.Call.,17,1.6110057,-1.1697012,-1.1464751,-5.066385,-3.4553442001342773
29,left,Fissure_Parieto_Occipitale,18,2.1564455,-1.9773421,-2.13829,-4.681405,-4.284435749053955
29,left,Sillon_Olfactif,19,1.8533787,-1.6463928,-1.7422326,-4.354077,-4.031114959716797
29,left,S.Or.,20,0.87529916,-0.61265874,-0.70544326,-1.8871682,-1.6550516963005066
29,left,S.O.T.Lat.,21,1.217633,-0.7495398,-0.7868932,-3.819117,-3.160412847995758
29,left,S.C.LPC.,22,0.4426791,0.12159187,0.07175459,-0.70897675,-0.6811371326446534
29,left,S.F.int.,23,0.7331321,-0.5969582,-0.6270154,-1.9372823,-1.6392052173614502
29,left,S.F.marginal,24,0.48254496,-0.18735637,-0.25519115,-1.1944854,-1.0091143548488617
29,left,S.F.Orbitaire,25,0.28443202,0.022570591,-0.059255555,-0.4278112,-0.4005065977573395
29,left,S.Rh.,26,1.3089209,1.2805595,1.3383604,-0.25269347,-0.1156479686498642
29,left,F.I.P.sup.,27,1.5638316,-1.2377386,-1.2794391,-3.5197651,-3.2967336654663084
29,left,S.Pa.sup.,28,0.6101713,0.51078725,0.534158,-0.5732564,-0.4056476652622223
