Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
33,right,Sillon_Central,2,1.3610939,-1.2887875,-1.4217411,-2.4277933,-2.210242748260498
33,right,Sillon_Temporal_superieur,3,1.0156701,-0.952067,-0.9648082,-2.3547268,-2.044477641582489
33,right,S.Pe.C.inf.,4,0.9640834,-0.8549233,-0.94957507,-2.2853222,-1.9902031421661377
33,right,S.Pe.C.sup.,5,0.78040653,-0.58033776,-0.4930362,-2.1935935,-1.8977968096733093
33,right,S.Po.C.,6,0.97059333,-0.7467299,-0.8348075,-2.2463138,-2.030815541744232
33,right,Fissure_Intra_Parietale,7,0.68705875,-0.4282233,-0.49062294,-1.7787517,-1.5420021533966064
33,right,Sillon_Frontal_superieur,8,0.898455,-0.82911754,-0.9105229,-1.9587108,-1.7529533326625824
33,right,Sillon_Frontal_inferieur,9,0.8708249,-0.7780098,-0.84462833,-2.1683898,-1.7117653787136078
33,right,S.T.i.,10,0.36124918,-0.14143483,-0.119055375,-1.0526024,-0.8557262748479844
33,right,F.C.M.,11,1.0420678,-0.88839996,-0.9781926,-2.317946,-2.086156737804413
33,right,Fissure_Calcarine.,12,1.2396871,-1.1752398,-1.2626511,-2.4496965,-2.2396851062774656
33,right,S.F.int.,13,0.40229097,-0.33802316,-0.37246174,-1.0231497,-0.8654005050659179
33,right,S.R.inf,14,0.37615913,-0.23492496,-0.17950077,-1.07734,-0.9732554733753204
33,right,F.Coll.,15,0.9689121,-0.63728094,-0.60329705,-2.4651048,-2.2341064929962156
33,right,S.S.p.,16,0.6033368,-0.12038407,-0.23721977,-1.5385453,-1.2694605588912964
33,right,S.Call.,17,0.9167795,-0.516023,-0.65437233,-2.4256873,-1.9060120582580566
33,right,Fissure_Parieto_Occipitale,18,1.054415,-0.9996866,-1.1219704,-1.9899147,-1.836279809474945
33,right,Sillon_Olfactif,19,1.2128212,-1.1271973,-1.2394049,-2.4654512,-2.306362807750702
33,right,S.Or.,20,0.6001123,-0.32977107,-0.3300351,-1.5688004,-1.358234417438507
33,right,S.O.T.Lat.,21,0.7486822,-0.6663044,-0.59885216,-2.1259751,-1.9290943562984466
33,right,S.C.LPC.,22,0.4650234,-0.30129072,-0.23915781,-0.9971062,-0.9744899034500122
33,right,S.F.int.,23,0.6260183,-0.5527893,-0.5707557,-1.4919063,-1.379381537437439
33,right,S.F.marginal,24,0.6066455,-0.37527153,-0.48919085,-1.3954006,-1.2450621247291564
33,right,S.F.Orbitaire,25,0.41001773,-0.41001773,-0.4238457,-0.4877381,-0.4848247990012169
33,right,S.Rh.,26,0.4361753,-0.07915505,-0.09441532,-0.87345374,-0.838071808218956
33,right,F.I.P.sup.,27,0.7169502,-0.6086018,-0.58649814,-1.818595,-1.5326581954956056
33,right,S.Pa.sup.,28,0.44726878,-0.06619422,-0.10311899,-0.8556575,-0.7996349692344665
