Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
42,left,Sillon_Central,2,4.381822,-4.2049212,-4.4477167,-9.32471,-8.11386775970459
42,left,Sillon_Temporal_superieur,3,3.7080739,-3.467621,-3.6190343,-7.6594,-6.808907508850098
42,left,S.Pe.C.inf.,4,3.691977,-3.6397989,-3.5620208,-8.2374935,-7.337179493904114
42,left,S.Pe.C.sup.,5,3.0254078,-2.607871,-2.7276428,-7.395302,-6.554612350463867
42,left,S.Po.C.,6,2.977274,-2.5235767,-2.6216326,-7.5790634,-6.751565933227539
42,left,Fissure_Intra_Parietale,7,4.087564,-4.0628366,-4.0451612,-7.8300686,-7.28071358203888
42,left,Sillon_Frontal_superieur,8,3.3371744,-3.1374483,-3.3723307,-6.797026,-5.648333644866943
42,left,Sillon_Frontal_inferieur,9,2.5724127,-2.43175,-2.5360022,-6.2403784,-5.020451211929322
42,left,S.T.i.,10,1.0793872,0.5707001,0.45954823,-2.0272412,-1.391335380077362
42,left,F.C.M.,11,4.4434834,-4.387506,-4.61918,-9.133861,-7.771530032157898
42,left,Fissure_Calcarine.,12,5.1192145,-5.1181726,-4.9256597,-10.214886,-9.325605583190917
42,left,S.F.int.,13,0.76621604,0.13856643,0.14995782,-2.3576784,-1.337790608406067
42,left,S.R.inf,14,1.1418496,-0.057415627,-0.30430034,-1.8926339,-1.7552838325500488
42,left,F.Coll.,15,4.0392594,-4.03903,-4.1260624,-7.252821,-6.577734804153442
42,left,S.S.p.,16,2.6455622,-2.2220266,-2.4136634,-6.1938167,-5.650115013122559
42,left,S.Call.,17,1.8598838,-1.8526367,-1.725791,-4.3458867,-3.7907337188720702
42,left,Fissure_Parieto_Occipitale,18,3.7248292,-3.6131697,-3.6032162,-7.969019,-7.407320022583008
42,left,Sillon_Olfactif,19,1.2469715,-0.63449264,-0.6174587,-2.9912117,-2.6471136093139647
42,left,S.Or.,20,2.2986212,-1.9564923,-2.0820327,-5.5315113,-5.058472275733948
42,left,S.O.T.Lat.,21,2.3604748,-2.328358,-2.3479457,-5.2718306,-4.600516319274902
42,left,S.C.LPC.,22,1.477149,1.477149,1.2723409,0.7567092,0.8699279069900513
42,left,S.F.int.,23,1.7040313,-1.2942841,-1.1590612,-4.32486,-3.890007197856903
42,left,S.F.marginal,24,1.7922189,-0.852166,-1.1992147,-3.8845215,-3.3969197273254395
42,left,S.F.Orbitaire,25,1.3340535,1.3297827,1.242907,-0.09833589,0.1614458791911602
42,left,S.Rh.,26,1.5976939,1.5976939,1.3190731,0.056001894,0.14052893817424775
42,left,F.I.P.sup.,27,3.8985424,-3.622536,-3.841909,-7.800142,-7.2935840606689455
42,left,S.Pa.sup.,28,2.0150852,1.9994364,2.168865,-0.17529008,-0.01185125559568401
