Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
44,left,Sillon_Central,2,1.589015,-1.585458,-1.5964818,-3.0024028,-2.7491010785102845
44,left,Sillon_Temporal_superieur,3,1.4745655,-1.4744982,-1.3883811,-3.010082,-2.721332311630249
44,left,S.Pe.C.inf.,4,1.5295188,-1.5254365,-1.5821126,-3.214052,-2.7687341213226317
44,left,S.Pe.C.sup.,5,1.5220884,-1.5204556,-1.4651692,-3.2192047,-2.8042867183685303
44,left,S.Po.C.,6,1.4728459,-1.4689796,-1.3842473,-3.3351126,-2.986780345439911
44,left,Fissure_Intra_Parietale,7,1.614459,-1.6143032,-1.5340302,-3.2577307,-2.9669705986976624
44,left,Sillon_Frontal_superieur,8,1.5711606,-1.568334,-1.5159299,-3.0024488,-2.840325880050659
44,left,Sillon_Frontal_inferieur,9,1.4158548,-1.4150572,-1.3810265,-2.698486,-2.3814266681671143
44,left,S.T.i.,10,1.1108094,-1.1108094,-1.0463748,-2.3833568,-2.0902575254440308
44,left,F.C.M.,11,1.6596993,-1.6561189,-1.6851622,-3.186732,-2.8311809062957765
44,left,Fissure_Calcarine.,12,1.5134708,-1.5078877,-1.5750879,-2.8816552,-2.618367385864258
44,left,S.F.int.,13,0.9949127,-0.9949127,-0.9582792,-2.078456,-1.810270607471466
44,left,S.R.inf,14,1.220123,-1.220123,-1.2182974,-2.2087615,-2.089542865753174
44,left,F.Coll.,15,1.6715944,-1.6685311,-1.7065854,-3.1398509,-2.7930763244628904
44,left,S.S.p.,16,1.4129962,-1.4125637,-1.3774607,-3.0078735,-2.6596518397331237
44,left,S.Call.,17,1.7328888,-1.7126057,-1.7772269,-3.5767963,-3.182194137573242
44,left,Fissure_Parieto_Occipitale,18,1.4169892,-1.4169892,-1.4906249,-2.60472,-2.3874130249023438
44,left,Sillon_Olfactif,19,1.8275796,-1.8220638,-1.8043554,-3.1867087,-2.9678390502929686
44,left,S.Or.,20,1.3401353,-1.3388958,-1.3976132,-2.4937391,-2.3651024222373964
44,left,S.O.T.Lat.,21,1.5501769,-1.5486032,-1.5503058,-3.0793936,-2.7847960591316223
44,left,S.C.LPC.,22,0.8797572,-0.8733029,-0.8557562,-1.5305133,-1.415510654449463
44,left,S.F.int.,23,1.3511735,-1.3444234,-1.3096764,-2.8480146,-2.610644280910492
44,left,S.F.marginal,24,1.406851,-1.406851,-1.3921185,-2.6485143,-2.459196090698242
44,left,S.F.Orbitaire,25,1.2332217,-1.2332217,-1.2824249,-1.9812605,-1.9077405035495758
44,left,S.Rh.,26,1.3340026,-1.3340026,-1.3520669,-2.275827,-2.2512572765350343
44,left,F.I.P.sup.,27,1.4635531,-1.4572625,-1.3773205,-3.045381,-2.7861683845520018
44,left,S.Pa.sup.,28,1.112551,-1.112551,-1.1261145,-1.8461388,-1.7255126953125
