Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
42,left,Sillon_Central,2,2.816219,-2.7994366,-2.9226885,-5.5150123,-4.8503178358078
42,left,Sillon_Temporal_superieur,3,2.6844494,-2.616129,-2.6677237,-5.3937206,-4.8958823680877686
42,left,S.Pe.C.inf.,4,2.732843,-2.5969408,-2.8882613,-5.6143293,-4.8164307355880736
42,left,S.Pe.C.sup.,5,2.6427119,-2.6266627,-2.4396887,-5.5718145,-4.937736701965332
42,left,S.Po.C.,6,2.518088,-2.409768,-2.4033575,-5.691233,-5.024268746376038
42,left,Fissure_Intra_Parietale,7,2.8424122,-2.8317008,-2.7875867,-5.77182,-5.355359148979187
42,left,Sillon_Frontal_superieur,8,2.7189517,-2.6764717,-2.6805913,-5.3199525,-4.946097087860108
42,left,Sillon_Frontal_inferieur,9,2.4437687,-2.3546157,-2.5753489,-4.3546524,-4.161281037330627
42,left,S.T.i.,10,1.693791,-1.6049476,-1.6653805,-4.333534,-3.687601351737976
42,left,F.C.M.,11,2.7903736,-2.616971,-2.8931475,-5.644764,-5.076419520378113
42,left,Fissure_Calcarine.,12,2.7051105,-2.6505003,-2.8639421,-5.170588,-4.74317684173584
42,left,S.F.int.,13,1.3324952,-1.0755478,-1.0611417,-3.8754392,-3.136314868927002
42,left,S.R.inf,14,2.0672567,-2.0283153,-2.2224247,-4.001719,-3.776268243789673
42,left,F.Coll.,15,2.9098716,-2.8482492,-3.120597,-5.614103,-5.052400827407837
42,left,S.S.p.,16,2.3503184,-2.2626903,-2.393719,-5.207248,-4.609370017051697
42,left,S.Call.,17,3.2328825,-3.1985812,-3.2932262,-6.4590654,-5.916089630126953
42,left,Fissure_Parieto_Occipitale,18,2.4403114,-2.4338353,-2.4174638,-4.7000585,-4.343592166900635
42,left,Sillon_Olfactif,19,3.3770235,-3.3765326,-3.4197266,-5.7370667,-5.352397823333741
42,left,S.Or.,20,2.2617083,-2.2373555,-2.2024958,-4.407736,-4.272405076026916
42,left,S.O.T.Lat.,21,2.5927236,-2.5240233,-2.6672297,-5.3019547,-4.813977599143982
42,left,S.C.LPC.,22,1.3628166,-1.3628166,-1.3766024,-2.0309608,-1.9855130672454835
42,left,S.F.int.,23,1.9194936,-1.5425688,-1.4594598,-5.096982,-4.5652443170547485
42,left,S.F.marginal,24,2.3177905,-2.1922739,-2.3609807,-4.884889,-4.385409235954285
42,left,S.F.Orbitaire,25,1.8670913,-1.4615191,-1.7053899,-3.7670386,-3.6253689408302305
42,left,S.Rh.,26,2.0041275,-1.8428252,-2.283874,-3.999561,-3.8077696800231933
42,left,F.I.P.sup.,27,2.5039272,-2.303311,-2.3538232,-5.581978,-5.054692554473877
42,left,S.Pa.sup.,28,1.927131,-1.5542195,-1.6174738,-3.9401405,-3.8407135248184203
