Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
38,right,Sillon_Central,2,1.4588236,-1.4520255,-1.5013937,-2.7047322,-2.4769794940948486
38,right,Sillon_Temporal_superieur,3,1.2623638,-1.2381592,-1.238724,-2.655905,-2.4434173703193665
38,right,S.Pe.C.inf.,4,1.3209234,-1.3110406,-1.3790747,-2.6785731,-2.35846084356308
38,right,S.Pe.C.sup.,5,1.1735802,-1.1032432,-1.1290624,-2.7319744,-2.444748878479004
38,right,S.Po.C.,6,1.1808038,-1.0404736,-1.1454082,-2.7474363,-2.3008114099502563
38,right,Fissure_Intra_Parietale,7,1.0097035,-0.83961684,-0.84912443,-2.476883,-2.140248489379883
38,right,Sillon_Frontal_superieur,8,1.253291,-1.2223424,-1.2402048,-2.7414904,-2.417504835128784
38,right,Sillon_Frontal_inferieur,9,1.069882,-0.99958366,-1.0641651,-2.2127082,-2.0078508853912354
38,right,S.T.i.,10,0.77881205,-0.664136,-0.7588903,-1.7765533,-1.44863258600235
38,right,F.C.M.,11,1.4148253,-1.3640369,-1.4670501,-2.8144767,-2.430750107765198
38,right,Fissure_Calcarine.,12,1.2857816,-1.2329006,-1.3354294,-2.6859589,-2.4616422295570373
38,right,S.F.int.,13,0.4571824,-0.21618253,-0.2974437,-1.1042567,-0.9663795500993728
38,right,S.R.inf,14,0.74607575,-0.6757909,-0.56436086,-1.7947716,-1.6668502807617187
38,right,F.Coll.,15,1.3561767,-1.1213399,-1.1946502,-2.9204164,-2.6969669342041014
38,right,S.S.p.,16,0.9875191,-0.7562021,-0.81392676,-2.373871,-2.0102840065956116
38,right,S.Call.,17,1.3563131,-1.2442514,-1.410044,-3.0941913,-2.564513325691223
38,right,Fissure_Parieto_Occipitale,18,1.2103298,-1.1943733,-1.2882059,-2.2276733,-1.9791046917438506
38,right,Sillon_Olfactif,19,1.6998503,-1.6974177,-1.7133205,-2.9556067,-2.750489592552185
38,right,S.Or.,20,0.9468795,-0.91637444,-0.8329855,-2.175064,-1.9935385584831238
38,right,S.O.T.Lat.,21,1.1715,-1.0142716,-1.1077285,-2.6262062,-2.4103727102279664
38,right,S.C.LPC.,22,0.80399096,-0.70914483,-0.8646575,-1.4523835,-1.4325825691223144
38,right,S.F.int.,23,1.070844,-1.0048375,-1.0761116,-2.2548325,-2.150719165802002
38,right,S.F.marginal,24,1.0680616,-0.9719162,-1.0940286,-1.9789833,-1.8519405126571655
38,right,S.F.Orbitaire,25,0.79935026,-0.79935026,-0.85280895,-1.0120145,-0.9697911351919174
38,right,S.Rh.,26,0.6862349,-0.48814464,-0.45439026,-1.4938265,-1.434068650007248
38,right,F.I.P.sup.,27,1.0652801,-0.8701959,-0.92012346,-2.3202262,-2.116569995880127
38,right,S.Pa.sup.,28,0.6252831,-0.42302012,-0.47212708,-1.4947485,-1.3737251043319703
