Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
29,right,Sillon_Central,2,3.0609403,-2.66961,-3.196717,-5.113067,-4.753520965576172
29,right,Sillon_Temporal_superieur,3,1.7552848,-1.4816229,-1.4152561,-4.4536414,-3.912833845615387
29,right,S.Pe.C.inf.,4,1.5152253,-1.1908282,-1.2579974,-3.9934084,-3.461598575115204
29,right,S.Pe.C.sup.,5,1.1311017,-0.41429445,-0.08152014,-3.617242,-3.055440068244934
29,right,S.Po.C.,6,1.7528777,-0.597859,-0.85116625,-3.9654443,-3.358515810966492
29,right,Fissure_Intra_Parietale,7,0.9472439,-0.22477905,-0.2331639,-2.2174594,-2.012810492515564
29,right,Sillon_Frontal_superieur,8,1.267358,-0.52884245,-0.43347692,-3.0113058,-2.69275244474411
29,right,Sillon_Frontal_inferieur,9,1.1176497,-0.8777444,-0.8958516,-3.9370446,-2.7641685009002686
29,right,S.T.i.,10,0.57548344,-0.083165,-0.19167253,-1.5813315,-1.231389409303665
29,right,F.C.M.,11,1.4288919,-0.28710648,0.21945252,-4.177527,-3.4477785229682922
29,right,Fissure_Calcarine.,12,2.7748222,-2.5136797,-2.8422127,-5.7540293,-5.0751032590866085
29,right,S.F.int.,13,0.5278048,-0.21144436,0.027107945,-3.0906484,-2.158949303627014
29,right,S.R.inf,14,0.49564397,-0.08841256,-0.13327011,-1.3495592,-0.8937723696231842
29,right,F.Coll.,15,1.6335515,-1.2585233,-1.2664189,-4.4558825,-3.9970518589019775
29,right,S.S.p.,16,0.8839959,0.22366588,0.012825883,-1.973184,-1.4599743485450745
29,right,S.Call.,17,1.6012502,0.9744769,1.3226566,-5.267848,-2.459207594394684
29,right,Fissure_Parieto_Occipitale,18,2.1350732,-1.7269355,-1.7964411,-4.6846137,-4.3210290431976315
29,right,Sillon_Olfactif,19,1.8179253,-1.5564973,-1.6360085,-4.556736,-4.188333749771118
29,right,S.Or.,20,0.93379146,-0.2260877,-0.3696007,-2.3223705,-2.0144912242889403
29,right,S.O.T.Lat.,21,1.1633476,-0.5427827,-0.28282648,-3.8351223,-3.3744364023208617
29,right,S.C.LPC.,22,0.8457151,0.6735508,0.76859057,-0.7067351,-0.5578933238983154
29,right,S.F.int.,23,0.6989,-0.4867094,-0.57702154,-1.7858124,-1.568864643573761
29,right,S.F.marginal,24,0.5922273,-0.16302359,-0.24343628,-1.2380912,-1.074441808462143
29,right,S.F.Orbitaire,25,0.08612135,-0.0351012,-0.048232086,-0.1420212,-0.13928314596414565
29,right,S.Rh.,26,0.7761167,0.33764914,0.23667422,-0.89004296,-0.8094169646501541
29,right,F.I.P.sup.,27,0.9873657,-0.51358193,-0.43618634,-3.3467355,-2.3063836097717285
29,right,S.Pa.sup.,28,0.8618817,0.86077845,0.8487243,-0.029237125,0.16899511218070984
