Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
44,left,Sillon_Central,2,4.534446,-4.4160504,-4.5032845,-9.585106,-8.394655084609985
44,left,Sillon_Temporal_superieur,3,3.9028697,-3.7335663,-3.780077,-7.921346,-7.021344947814941
44,left,S.Pe.C.inf.,4,3.9829953,-3.9193668,-3.7130747,-9.111902,-8.160029029846191
44,left,S.Pe.C.sup.,5,3.1492882,-2.9131465,-2.739581,-8.141417,-7.282371902465821
44,left,S.Po.C.,6,3.2795215,-3.0666573,-3.1892262,-8.158392,-7.366201400756836
44,left,Fissure_Intra_Parietale,7,4.2839413,-4.2660294,-4.1367702,-8.394443,-7.819987964630127
44,left,Sillon_Frontal_superieur,8,3.5824618,-3.4611993,-3.5762234,-7.3810863,-6.12495436668396
44,left,Sillon_Frontal_inferieur,9,2.6824863,-2.6609998,-2.6365042,-5.5382113,-4.7474998235702515
44,left,S.T.i.,10,0.8879567,0.023115855,0.063265815,-2.440927,-1.8724675059318543
44,left,F.C.M.,11,4.7794604,-4.7597513,-4.8454504,-9.418434,-8.072554397583009
44,left,Fissure_Calcarine.,12,5.1564407,-5.1564407,-4.9617558,-10.1166,-9.193442916870117
44,left,S.F.int.,13,0.80786246,-0.26681903,-0.48669735,-1.8800094,-1.4978048205375671
44,left,S.R.inf,14,1.1297382,-0.5516303,-0.7236204,-2.214431,-2.0740439891815186
44,left,F.Coll.,15,4.1640077,-4.1640077,-4.025277,-7.5242877,-6.782409715652466
44,left,S.S.p.,16,2.8352046,-2.563925,-2.6605303,-6.6664634,-5.997843766212464
44,left,S.Call.,17,1.4047756,-1.3925819,-1.3377807,-3.7813709,-3.0990410804748536
44,left,Fissure_Parieto_Occipitale,18,3.923011,-3.8880498,-3.7585168,-8.205339,-7.572179555892944
44,left,Sillon_Olfactif,19,1.3107297,-0.7237276,-0.64302266,-3.2411244,-2.8650964736938476
44,left,S.Or.,20,2.7059495,-2.5354576,-2.60035,-6.2534323,-5.724101257324219
44,left,S.O.T.Lat.,21,2.6840808,-2.6655574,-2.6180215,-6.0546403,-5.255092620849609
44,left,S.C.LPC.,22,1.6213384,1.6213384,1.5814751,0.60128117,0.7054052352905273
44,left,S.F.int.,23,2.241027,-2.231954,-1.989594,-5.062578,-4.692009091377258
44,left,S.F.marginal,24,2.1231565,-1.4983205,-1.8695371,-4.275674,-3.9975311160087585
44,left,S.F.Orbitaire,25,0.90606844,0.78060365,0.64866996,-0.5433502,-0.39359846264123916
44,left,S.Rh.,26,1.168026,1.0828611,0.72995603,-0.4782521,-0.24934443831443787
44,left,F.I.P.sup.,27,3.8237906,-3.75267,-3.7794528,-7.651366,-7.154174709320069
44,left,S.Pa.sup.,28,1.5216131,1.5216131,1.4671522,0.7377475,0.8295319765806198
