Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
29,left,Sillon_Central,2,3.628704,-2.8903775,-3.8161998,-6.2969666,-5.793954133987427
29,left,Sillon_Temporal_superieur,3,2.0750737,-0.9399857,-1.5570316,-3.8354084,-3.5005308628082275
29,left,S.Pe.C.inf.,4,1.5004267,-1.3457507,-1.2224524,-3.9502635,-3.428182649612427
29,left,S.Pe.C.sup.,5,1.415474,0.8523925,0.7717148,-2.6293414,-1.7309875726699828
29,left,S.Po.C.,6,1.2931008,-0.05339365,-0.04881804,-3.0044804,-2.597478985786438
29,left,Fissure_Intra_Parietale,7,1.061687,0.68290764,0.5548643,-1.1935463,-0.9481981575489044
29,left,Sillon_Frontal_superieur,8,1.161768,0.29250053,-0.08991421,-2.72744,-1.7329904913902283
29,left,Sillon_Frontal_inferieur,9,1.2036127,-0.7696733,-0.75776064,-3.590852,-2.685966908931732
29,left,S.T.i.,10,2.533032,2.5319314,1.8630073,-0.10053077,0.2697685837745667
29,left,F.C.M.,11,3.3482673,-3.2153752,-3.4892015,-6.016096,-5.7270190715789795
29,left,Fissure_Calcarine.,12,5.9248185,-5.8542037,-6.34679,-9.773799,-9.234226036071778
29,left,S.F.int.,13,0.832047,0.5366772,0.5045243,-1.1882771,-0.8948874771595001
29,left,S.R.inf,14,1.8831862,1.8831862,1.7719154,0.08833926,0.298516184091568
29,left,F.Coll.,15,2.6531787,-2.2259595,-2.5678127,-5.4885893,-5.093458557128907
29,left,S.S.p.,16,1.6483421,-1.0473167,-1.4389293,-3.1142085,-2.536522126197815
29,left,S.Call.,17,3.1966028,-3.1966028,-3.2691784,-5.898463,-4.129400539398193
29,left,Fissure_Parieto_Occipitale,18,3.6698716,-3.4878767,-3.783209,-7.0371504,-6.637623071670532
29,left,Sillon_Olfactif,19,1.4568477,1.1394136,0.688407,-0.9761628,-0.7720782041549682
29,left,S.Or.,20,1.3843764,1.3708872,0.8363576,-0.15070984,-0.05012551564723253
29,left,S.O.T.Lat.,21,0.97881526,0.28387228,0.44905698,-2.0845184,-1.833140641450882
29,left,S.C.LPC.,22,1.2028368,1.2028368,1.1826202,0.5764333,0.5918059587478638
29,left,S.F.int.,23,0.74749786,0.5162419,0.27883142,-0.71209604,-0.5933017432689667
29,left,S.F.marginal,24,3.1471987,3.1471987,2.8435283,1.9389324,2.183000922203064
29,left,S.F.Orbitaire,25,2.6620924,2.6620924,2.6674228,1.9469423,2.1557235598564146
29,left,S.Rh.,26,2.9365413,2.9365413,3.0568185,1.2341157,1.4733688831329346
29,left,F.I.P.sup.,27,1.8237753,-0.9988417,-1.5291044,-3.2429733,-3.044768285751343
29,left,S.Pa.sup.,28,3.8041968,3.8041968,3.809113,3.1531854,3.310143971443176
