Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
41,right,Sillon_Central,2,4.365557,-4.2672515,-4.4116845,-8.771955,-7.8293375968933105
41,right,Sillon_Temporal_superieur,3,3.6527984,-2.966193,-3.4578962,-7.485756,-6.875127267837525
41,right,S.Pe.C.inf.,4,3.7458916,-3.4663517,-3.5907724,-8.407358,-7.655027389526367
41,right,S.Pe.C.sup.,5,2.6908143,-2.2475893,-1.9839518,-7.541107,-6.775595545768738
41,right,S.Po.C.,6,3.0041463,-2.6708899,-2.9630444,-6.607194,-5.766638612747192
41,right,Fissure_Intra_Parietale,7,1.7766714,-1.1710837,-1.0232028,-4.466607,-3.931287336349487
41,right,Sillon_Frontal_superieur,8,2.7855213,-2.6153314,-2.8416038,-6.368469,-5.047444009780884
41,right,Sillon_Frontal_inferieur,9,2.3856542,-1.2305688,-1.8078282,-6.4625835,-4.853853821754456
41,right,S.T.i.,10,1.9988828,1.5177375,1.0059317,-2.674957,-1.5372645676136016
41,right,F.C.M.,11,4.2091837,-4.0698404,-4.4418845,-8.804589,-7.721017074584961
41,right,Fissure_Calcarine.,12,4.3035893,-4.3035893,-4.046766,-8.739505,-7.870101499557495
41,right,S.F.int.,13,1.6947469,1.3628297,1.3521546,-2.5202472,-1.3422128975391387
41,right,S.R.inf,14,0.7296102,0.05238948,-0.022733118,-1.3449988,-1.2137442827224731
41,right,F.Coll.,15,3.5527866,-3.5356836,-3.518938,-7.461783,-6.93456802368164
41,right,S.S.p.,16,1.9951761,-1.5012474,-1.6662369,-4.834716,-4.3459882736206055
41,right,S.Call.,17,1.3681358,-1.3313665,-1.3884991,-3.2676377,-2.9286012053489685
41,right,Fissure_Parieto_Occipitale,18,2.8435671,-1.8529979,-2.1069436,-6.6884327,-5.803468537330628
41,right,Sillon_Olfactif,19,1.61266,-0.4382852,-0.40558672,-3.6217542,-3.251923382282257
41,right,S.Or.,20,2.0474005,-1.484823,-1.420958,-5.052356,-4.780310440063476
41,right,S.O.T.Lat.,21,2.0409582,-1.4471424,-1.5269976,-5.303572,-4.768852972984314
41,right,S.C.LPC.,22,2.1644022,2.1644022,2.2371817,0.059730537,0.46596830487251284
41,right,S.F.int.,23,1.5996542,-1.2907084,-1.3561585,-4.0461173,-3.7121503353118896
41,right,S.F.marginal,24,1.601388,0.23098217,-0.10704394,-3.146803,-2.765133428573608
41,right,S.F.Orbitaire,25,4.040899,4.040899,4.108712,2.7841454,2.998003399372101
41,right,S.Rh.,26,1.7264085,1.7264085,1.6257057,0.5133474,0.5853311568498611
41,right,F.I.P.sup.,27,2.1878862,-1.9611638,-1.9432323,-6.56317,-5.373783874511719
41,right,S.Pa.sup.,28,2.0974529,2.0974529,1.9329476,0.8256498,0.9082713007926941
