Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
33,left,Sillon_Central,2,3.0502794,-3.0302455,-3.2003012,-5.5427485,-4.842746424674988
33,left,Sillon_Temporal_superieur,3,2.1819007,-1.9004215,-2.0502927,-4.75207,-4.187087726593018
33,left,S.Pe.C.inf.,4,2.1612973,-1.9634917,-2.1604605,-4.961463,-4.381551790237427
33,left,S.Pe.C.sup.,5,1.8002244,-1.2180275,-1.3274302,-4.7452803,-3.8579492568969727
33,left,S.Po.C.,6,1.9367265,-1.676011,-1.6289817,-5.119756,-4.2501537799835205
33,left,Fissure_Intra_Parietale,7,2.3572726,-2.2393715,-2.1375742,-5.288936,-4.87859320640564
33,left,Sillon_Frontal_superieur,8,2.1181931,-1.9784013,-1.9988928,-4.71099,-4.2409216403961185
33,left,Sillon_Frontal_inferieur,9,1.9736321,-1.9389354,-2.1141696,-4.1067348,-3.6496473789215087
33,left,S.T.i.,10,0.8521786,0.09410924,0.029457023,-2.5702105,-1.7736478328704832
33,left,F.C.M.,11,2.5016806,-2.3340342,-2.5525317,-5.322107,-4.7125643491744995
33,left,Fissure_Calcarine.,12,2.8136818,-2.583772,-2.9710987,-5.486053,-5.106203556060791
33,left,S.F.int.,13,1.1235367,-1.0821327,-1.1666119,-2.7696512,-2.2011008262634277
33,left,S.R.inf,14,1.0671139,-0.9586518,-0.80475706,-2.9765,-2.5671346187591553
33,left,F.Coll.,15,2.1627426,-1.7557008,-1.9581295,-5.583439,-4.884735155105591
33,left,S.S.p.,16,1.4164181,-1.078605,-1.0624263,-3.823402,-3.181393194198608
33,left,S.Call.,17,2.7834618,-2.1237245,-2.470503,-5.7345176,-5.429896640777588
33,left,Fissure_Parieto_Occipitale,18,2.3762095,-2.3024454,-2.433187,-4.684069,-4.267448902130127
33,left,Sillon_Olfactif,19,2.5181167,-2.0122812,-2.599339,-5.4078054,-4.960035514831543
33,left,S.Or.,20,1.2401809,-1.1493694,-1.1121802,-3.0663412,-2.72046982049942
33,left,S.O.T.Lat.,21,1.7088938,-1.440093,-1.4733074,-4.6861973,-3.960518777370453
33,left,S.C.LPC.,22,0.37138742,-0.2511925,-0.33013865,-0.6139316,-0.5838016867637634
33,left,S.F.int.,23,1.5320879,-1.3889933,-1.3973514,-3.8817077,-3.521307110786438
33,left,S.F.marginal,24,1.1965792,-0.95104545,-0.94167733,-3.212278,-2.7816858291625977
33,left,S.F.Orbitaire,25,1.1328701,-1.132704,-1.1386712,-2.0411038,-1.934027945995331
33,left,S.Rh.,26,1.2608386,1.0570818,1.0340707,-1.2409593,-0.9173436403274536
33,left,F.I.P.sup.,27,2.1593983,-2.085375,-2.0337446,-4.8045793,-4.487512874603271
33,left,S.Pa.sup.,28,0.81190115,-0.16352867,-0.10875874,-1.6191486,-1.5831511676311494
