Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
39,left,Sillon_Central,2,1.495732,-1.4882706,-1.5451422,-2.8863547,-2.482043135166168
39,left,Sillon_Temporal_superieur,3,1.3289381,-1.2987982,-1.3115097,-2.8197818,-2.470163345336914
39,left,S.Pe.C.inf.,4,1.3411463,-1.2772305,-1.3826952,-2.8780277,-2.410288763046265
39,left,S.Pe.C.sup.,5,1.379289,-1.3731995,-1.3572341,-2.8336804,-2.539816665649414
39,left,S.Po.C.,6,1.2747136,-1.1938543,-1.2277031,-2.990755,-2.572721540927887
39,left,Fissure_Intra_Parietale,7,1.4701891,-1.4658155,-1.4145484,-2.8978648,-2.731094706058502
39,left,Sillon_Frontal_superieur,8,1.3487439,-1.3364211,-1.3441261,-2.7422965,-2.493128848075867
39,left,Sillon_Frontal_inferieur,9,1.1275332,-1.1119362,-1.147605,-2.2233965,-1.9550768733024597
39,left,S.T.i.,10,0.7025495,-0.5728158,-0.6204332,-1.9173132,-1.5142041206359864
39,left,F.C.M.,11,1.4418242,-1.3675698,-1.4640145,-2.8501518,-2.568686807155609
39,left,Fissure_Calcarine.,12,1.3834285,-1.3490635,-1.4493886,-2.7572076,-2.5181005001068115
39,left,S.F.int.,13,0.70467913,-0.6536269,-0.6856106,-1.8613293,-1.469196856021881
39,left,S.R.inf,14,0.91599196,-0.80994225,-0.8209834,-2.1222184,-2.0259671211242676
39,left,F.Coll.,15,1.498673,-1.472033,-1.5671849,-2.971943,-2.671027088165283
39,left,S.S.p.,16,1.1286682,-1.086145,-1.0872643,-2.6392052,-2.2758559346199037
39,left,S.Call.,17,1.5613439,-1.5366286,-1.5844809,-3.1273649,-2.8994303226470945
39,left,Fissure_Parieto_Occipitale,18,1.268707,-1.2662178,-1.3337024,-2.4364188,-2.204665184020996
39,left,Sillon_Olfactif,19,1.7416234,-1.7416234,-1.7696875,-2.9318256,-2.756427764892578
39,left,S.Or.,20,1.0240041,-1.0067977,-1.0408721,-2.1873937,-2.017590856552124
39,left,S.O.T.Lat.,21,1.2207053,-1.0815595,-1.1944904,-2.6709745,-2.4698582887649536
39,left,S.C.LPC.,22,0.56969374,-0.5579576,-0.6589531,-1.0537531,-1.0328519344329834
39,left,S.F.int.,23,1.1173286,-1.1028302,-1.1196785,-2.2373126,-2.1170939207077026
39,left,S.F.marginal,24,1.0880893,-1.052896,-1.1556544,-2.0710397,-1.8692841827869415
39,left,S.F.Orbitaire,25,0.98557186,-0.98557186,-1.0053122,-1.6242828,-1.5800250113010406
39,left,S.Rh.,26,0.8327215,-0.5434168,-0.5038152,-1.9404722,-1.8846313953399658
39,left,F.I.P.sup.,27,1.2585157,-1.225672,-1.1738453,-2.817201,-2.6389739513397217
39,left,S.Pa.sup.,28,0.8318309,-0.7813289,-0.82872844,-1.7424852,-1.6743414759635926
