Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
30,right,Sillon_Central,2,3.719938,-3.3199365,-4.123805,-6.3535333,-5.853387069702149
30,right,Sillon_Temporal_superieur,3,2.4372644,-1.3528854,-1.7429867,-4.763249,-4.484880638122559
30,right,S.Pe.C.inf.,4,1.8449181,-1.5872644,-1.7094454,-4.564938,-3.9584361910820007
30,right,S.Pe.C.sup.,5,1.5532602,0.41300467,0.6340002,-3.153195,-2.4467464685440063
30,right,S.Po.C.,6,1.7600766,-0.85909545,-0.77773273,-4.348418,-3.8997295260429383
30,right,Fissure_Intra_Parietale,7,1.0753726,1.0399721,0.97823906,-0.3546656,-0.1759018376469612
30,right,Sillon_Frontal_superieur,8,1.086799,-0.37918627,-0.61813045,-3.3064303,-2.194458842277527
30,right,Sillon_Frontal_inferieur,9,1.4276778,-0.058409486,0.09844799,-4.239325,-3.3407444953918457
30,right,S.T.i.,10,2.5168486,2.4188724,1.7668675,-0.9214046,-0.47091121673583985
30,right,F.C.M.,11,3.2938433,-3.126982,-3.065008,-6.059769,-5.540050101280213
30,right,Fissure_Calcarine.,12,5.3106694,-5.2655244,-5.48332,-9.199281,-8.730325078964233
30,right,S.F.int.,13,1.150425,0.6580158,0.743464,-2.8605063,-1.6693856358528136
30,right,S.R.inf,14,1.0200188,0.9019384,0.8779181,-0.8489189,-0.6059182822704315
30,right,F.Coll.,15,2.7387908,-1.918636,-2.3950264,-5.3779907,-5.105291271209717
30,right,S.S.p.,16,1.367589,-0.8326276,-1.0678756,-2.3871908,-2.2644208669662476
30,right,S.Call.,17,2.9205241,-2.9205241,-2.829555,-5.0722218,-4.7274428606033325
30,right,Fissure_Parieto_Occipitale,18,3.074118,-2.7025483,-2.9805768,-6.6108227,-6.061537504196167
30,right,Sillon_Olfactif,19,1.7651639,1.4970196,1.2270327,-1.3343302,-1.041275829076767
30,right,S.Or.,20,1.2783452,1.0878861,0.7458954,-0.79526395,-0.603232204914093
30,right,S.O.T.Lat.,21,1.1874127,0.7394422,0.9904803,-1.9267446,-1.4940426766872406
30,right,S.C.LPC.,22,1.6886536,1.6886536,1.6227769,0.69410336,0.8189276218414306
30,right,S.F.int.,23,0.9160752,0.8347408,0.82725585,-0.5126866,-0.30192458629608154
30,right,S.F.marginal,24,3.247932,3.247932,3.0465493,1.5531651,1.6619188010692596
30,right,S.F.Orbitaire,25,3.4510748,3.4510748,3.4362266,3.2172742,3.2360297441482544
30,right,S.Rh.,26,2.3502629,2.3502629,2.0724416,0.9005121,1.156283050775528
30,right,F.I.P.sup.,27,1.417397,-0.3389069,-0.6000706,-3.190864,-2.8428075313568115
30,right,S.Pa.sup.,28,3.794273,3.794273,3.7707276,3.466569,3.4779358863830567
