Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
34,right,Sillon_Central,2,4.0592384,-3.8400867,-4.3196473,-7.354106,-6.656128883361816
34,right,Sillon_Temporal_superieur,3,2.987492,-2.0204284,-2.6951334,-6.029112,-5.22470908164978
34,right,S.Pe.C.inf.,4,2.823111,-2.608894,-2.6778622,-6.40672,-5.702227234840393
34,right,S.Pe.C.sup.,5,1.9666502,-0.75041056,-0.7296874,-5.125059,-4.405057907104492
34,right,S.Po.C.,6,2.453528,-1.7481371,-1.8623195,-6.0687213,-5.509007668495178
34,right,Fissure_Intra_Parietale,7,1.0415257,-0.22250214,-0.3056625,-2.3730211,-2.0114761352539063
34,right,Sillon_Frontal_superieur,8,1.9068375,-1.5561274,-1.7857409,-4.8010454,-3.6502203941345215
34,right,Sillon_Frontal_inferieur,9,2.0761042,-0.825746,-1.2330074,-5.6697474,-4.234959363937378
34,right,S.T.i.,10,2.560253,2.4736297,1.6504087,-1.271297,-0.28563084453344345
34,right,F.C.M.,11,3.6740034,-3.528493,-3.7167869,-7.3502107,-6.7740408182144165
34,right,Fissure_Calcarine.,12,4.874118,-4.874118,-4.555724,-8.9,-8.2561044216156
34,right,S.F.int.,13,1.525524,1.426117,1.4216284,-1.9890946,-0.36548927575349804
34,right,S.R.inf,14,0.64311,0.49154168,0.39645863,-1.184716,-0.6642114311456679
34,right,F.Coll.,15,2.8289292,-2.514255,-2.6416209,-6.128798,-5.74220380783081
34,right,S.S.p.,16,1.4611492,-1.0670363,-1.3211337,-3.3102436,-3.0025733709335327
34,right,S.Call.,17,2.8431604,-2.8431604,-2.9233027,-4.330387,-3.806789815425873
34,right,Fissure_Parieto_Occipitale,18,2.8461096,-2.5155282,-2.687077,-6.3412113,-5.726787328720093
34,right,Sillon_Olfactif,19,1.987259,1.580239,1.3917036,-2.004527,-1.4875757992267609
34,right,S.Or.,20,1.3571073,0.42200956,0.43146884,-2.3806796,-2.017465329170227
34,right,S.O.T.Lat.,21,0.9798235,-0.14193402,-0.062243395,-3.0445437,-2.548254835605621
34,right,S.C.LPC.,22,2.0522192,2.0522192,2.179673,0.5133881,0.6038729190826416
34,right,S.F.int.,23,0.76579857,-0.10781637,-0.16268256,-1.8160967,-1.4864214062690735
34,right,S.F.marginal,24,2.27215,2.2453344,2.0475428,-0.3583976,-0.06968495473265648
34,right,S.F.Orbitaire,25,3.6604395,3.6604395,3.7235594,3.0446763,3.123989236354828
34,right,S.Rh.,26,2.2291236,2.2291236,1.6317805,0.7902613,1.0533691048622131
34,right,F.I.P.sup.,27,2.069325,-1.2965991,-1.8357278,-4.2819004,-3.8565700531005858
34,right,S.Pa.sup.,28,3.082039,3.082039,3.0356536,2.4397492,2.4741193294525146
