Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
44,right,Sillon_Central,2,2.8564792,-2.8531659,-2.909266,-5.3313293,-4.859724712371826
44,right,Sillon_Temporal_superieur,3,2.6513307,-2.6476228,-2.5114577,-5.3453813,-4.915241360664368
44,right,S.Pe.C.inf.,4,2.841618,-2.8393443,-2.8934484,-5.888111,-4.958911061286926
44,right,S.Pe.C.sup.,5,2.7200956,-2.7193415,-2.6369464,-5.766318,-5.063711404800415
44,right,S.Po.C.,6,2.5896404,-2.5840893,-2.5795028,-5.4447556,-4.9809767484664915
44,right,Fissure_Intra_Parietale,7,2.587647,-2.5857065,-2.3713613,-5.423342,-5.14611849784851
44,right,Sillon_Frontal_superieur,8,2.6823516,-2.6787524,-2.5802388,-5.6459203,-4.89016592502594
44,right,Sillon_Frontal_inferieur,9,2.3099267,-2.3031871,-2.2854033,-4.699428,-4.2963351011276245
44,right,S.T.i.,10,2.1121778,-2.112061,-2.0346875,-4.358615,-3.644772243499756
44,right,F.C.M.,11,2.945029,-2.942915,-3.018564,-5.6520157,-4.93991985321045
44,right,Fissure_Calcarine.,12,2.7240696,-2.6990542,-2.8255918,-5.119286,-4.683202624320984
44,right,S.F.int.,13,1.8640875,-1.8640875,-1.7992733,-3.760493,-3.2192129135131835
44,right,S.R.inf,14,2.0625458,-2.056235,-1.8879067,-4.2650337,-4.032541704177857
44,right,F.Coll.,15,2.981818,-2.9794474,-2.8546264,-5.6379433,-5.286737060546875
44,right,S.S.p.,16,2.33864,-2.3362265,-2.2255764,-5.0975165,-4.466289043426514
44,right,S.Call.,17,2.6358361,-2.5865083,-2.75628,-6.2347875,-4.974735975265503
44,right,Fissure_Parieto_Occipitale,18,2.4807796,-2.4790874,-2.6095757,-4.3655405,-4.001636052131653
44,right,Sillon_Olfactif,19,3.330858,-3.330858,-3.3494332,-5.6759725,-5.301751971244812
44,right,S.Or.,20,2.3710444,-2.3692477,-2.2036707,-4.764205,-4.593908071517944
44,right,S.O.T.Lat.,21,2.853158,-2.849518,-2.8338637,-5.5638976,-5.107868671417236
44,right,S.C.LPC.,22,1.7012968,-1.7012968,-1.7388207,-2.7867124,-2.6697001457214355
44,right,S.F.int.,23,2.4972434,-2.4825737,-2.441506,-5.166984,-4.822790145874023
44,right,S.F.marginal,24,2.5712771,-2.5712771,-2.7257428,-4.738067,-4.353392624855042
44,right,S.F.Orbitaire,25,1.9868612,-1.9868612,-2.059091,-2.5108144,-2.4144981026649477
44,right,S.Rh.,26,2.2998943,-2.2998943,-2.1569195,-3.8896067,-3.690328538417816
44,right,F.I.P.sup.,27,2.402119,-2.35972,-2.40381,-5.168504,-4.402773380279541
44,right,S.Pa.sup.,28,2.077307,-2.077307,-2.0471833,-3.4211085,-3.262116527557373
