Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
33,right,Sillon_Central,2,4.0256457,-3.8050687,-4.3303623,-7.1689167,-6.504968547821044
33,right,Sillon_Temporal_superieur,3,2.8735812,-1.8796018,-2.494011,-5.769211,-5.048129510879517
33,right,S.Pe.C.inf.,4,2.6194434,-2.385828,-2.5145397,-6.0815024,-5.439898729324341
33,right,S.Pe.C.sup.,5,1.8924693,-0.5045088,-0.4005791,-4.719281,-3.9144833087921143
33,right,S.Po.C.,6,2.3230987,-1.5440791,-1.6676275,-5.7968206,-5.197043991088867
33,right,Fissure_Intra_Parietale,7,0.9456019,-0.005039159,-0.028158031,-2.0334992,-1.70075421333313
33,right,Sillon_Frontal_superieur,8,1.6983498,-1.3174189,-1.5133891,-4.57883,-3.3562620878219604
33,right,Sillon_Frontal_inferieur,9,1.8901995,-0.6702078,-0.8733487,-5.4650126,-4.1826722621917725
33,right,S.T.i.,10,2.6032827,2.4973145,1.6306384,-1.2988088,-0.4891527637839317
33,right,F.C.M.,11,3.6081052,-3.460416,-3.7000132,-7.1242476,-6.549142837524414
33,right,Fissure_Calcarine.,12,4.907553,-4.907553,-4.6640315,-8.88207,-8.399948358535767
33,right,S.F.int.,13,1.3724595,1.1567059,1.1222744,-1.9223365,-0.8236143469810486
33,right,S.R.inf,14,0.5180506,0.2492154,0.2756192,-1.2815065,-0.9411735266447067
33,right,F.Coll.,15,2.8466291,-2.3969474,-2.6351914,-5.9836144,-5.6664252281188965
33,right,S.S.p.,16,1.4197736,-1.0530429,-1.3340623,-3.1367307,-2.8517777919769287
33,right,S.Call.,17,2.8274355,-2.8274355,-2.845755,-4.3396134,-3.9567424058914185
33,right,Fissure_Parieto_Occipitale,18,2.954203,-2.6523902,-2.8576543,-6.4025826,-5.903147745132446
33,right,Sillon_Olfactif,19,1.9172227,1.5610607,1.4193206,-1.8773019,-1.3622700572013855
33,right,S.Or.,20,1.3243519,0.5946194,0.5774615,-2.0570815,-1.7076489567756652
33,right,S.O.T.Lat.,21,0.92834467,0.041111186,0.095555276,-2.7768667,-2.2355563759803774
33,right,S.C.LPC.,22,1.8380938,1.8380938,1.9255062,0.43457296,0.5073803305625916
33,right,S.F.int.,23,0.7053388,0.06420662,-0.047470506,-1.3455734,-1.132711946964264
33,right,S.F.marginal,24,2.4622788,2.4622188,2.1789885,-0.0050581926,0.26081575006246566
33,right,S.F.Orbitaire,25,3.6521199,3.6521199,3.696986,3.1090975,3.171299624443054
33,right,S.Rh.,26,2.2562435,2.2562435,1.7287841,0.839203,1.089364230632782
33,right,F.I.P.sup.,27,1.9474988,-1.1582421,-1.6139797,-4.2180424,-3.7356788158416747
33,right,S.Pa.sup.,28,3.2306385,3.2306385,3.209181,2.6118853,2.6360272407531737
