Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
39,right,Sillon_Central,2,1.4742113,-1.4647765,-1.529317,-2.8004084,-2.5167797565460206
39,right,Sillon_Temporal_superieur,3,1.2664363,-1.2289345,-1.1996481,-2.6277337,-2.4665506958961485
39,right,S.Pe.C.inf.,4,1.3662019,-1.3391384,-1.4029465,-2.6909816,-2.4343780279159546
39,right,S.Pe.C.sup.,5,1.2605861,-1.2022202,-1.2297735,-2.767625,-2.4447157979011536
39,right,S.Po.C.,6,1.2717408,-1.19802,-1.2775187,-2.6855206,-2.3427802205085753
39,right,Fissure_Intra_Parietale,7,1.1115174,-1.0163332,-1.0829017,-2.575302,-2.3207695722579955
39,right,Sillon_Frontal_superieur,8,1.2813144,-1.2528285,-1.2785602,-2.732954,-2.41184800863266
39,right,Sillon_Frontal_inferieur,9,1.0360761,-0.9804948,-1.0234301,-2.2716622,-2.0798670649528503
39,right,S.T.i.,10,0.8057792,-0.6645815,-0.7954066,-1.9537321,-1.5780230820178986
39,right,F.C.M.,11,1.4474249,-1.3986211,-1.4803998,-2.8522258,-2.5091883897781373
39,right,Fissure_Calcarine.,12,1.2700305,-1.2197834,-1.3147464,-2.6606953,-2.4343705773353577
39,right,S.F.int.,13,0.58261126,-0.47713283,-0.5428526,-1.4979615,-1.1387957811355591
39,right,S.R.inf,14,0.74512863,-0.6710137,-0.62841344,-1.7870013,-1.6938579440116883
39,right,F.Coll.,15,1.3921977,-1.3295455,-1.421968,-2.9373605,-2.758370304107666
39,right,S.S.p.,16,1.0318576,-0.9508196,-1.0327817,-2.3892422,-2.029887080192566
39,right,S.Call.,17,1.31509,-1.293137,-1.38113,-2.966582,-2.4991599321365356
39,right,Fissure_Parieto_Occipitale,18,1.2015591,-1.1738845,-1.2743151,-2.2929142,-1.9739434480667115
39,right,Sillon_Olfactif,19,1.656809,-1.6237459,-1.7933362,-2.9249887,-2.74691504240036
39,right,S.Or.,20,0.9949511,-0.9397126,-0.92684996,-2.3278975,-2.0773099422454835
39,right,S.O.T.Lat.,21,1.2279067,-1.0987953,-1.1815994,-2.7142444,-2.457659733295441
39,right,S.C.LPC.,22,0.85525334,-0.7488088,-0.9100328,-1.5218141,-1.5006465911865234
39,right,S.F.int.,23,1.1058058,-1.0523833,-1.0798471,-2.3403728,-2.1652820110321045
39,right,S.F.marginal,24,1.1216185,-0.97058296,-1.2123699,-1.9635217,-1.8851105868816376
39,right,S.F.Orbitaire,25,0.99357605,-0.99357605,-1.0521612,-1.2507343,-1.2101977169513702
39,right,S.Rh.,26,0.74604106,-0.5477616,-0.4716647,-1.637017,-1.5829154253005981
39,right,F.I.P.sup.,27,0.96576905,-0.6954369,-0.7691917,-2.2221053,-1.9803513050079347
39,right,S.Pa.sup.,28,0.49958035,-0.21270207,-0.18269354,-1.1573478,-1.0670510530471802
