Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
28,left,Sillon_Central,2,1.1737343,-1.079166,-1.2408442,-2.0236602,-1.8771643102169038
28,left,Sillon_Temporal_superieur,3,0.6009627,-0.48492283,-0.43935767,-1.5249267,-1.3639952182769775
28,left,S.Pe.C.inf.,4,0.5210597,-0.36423886,-0.3488084,-1.3951647,-1.2175079166889191
28,left,S.Pe.C.sup.,5,0.4129959,0.12976806,0.13912489,-1.0800486,-0.6513403654098511
28,left,S.Po.C.,6,0.49278405,-0.28634492,-0.35271785,-1.201337,-1.0370660722255707
28,left,Fissure_Intra_Parietale,7,0.4615925,-0.31523937,-0.33283484,-1.1560606,-1.039395421743393
28,left,Sillon_Frontal_superieur,8,0.48624048,-0.33377317,-0.40822947,-1.2327898,-0.9415152847766877
28,left,Sillon_Frontal_inferieur,9,0.3761562,-0.32422855,-0.29172492,-1.0965977,-0.8943749397993088
28,left,S.T.i.,10,0.293076,0.19712451,0.12115616,-0.4043893,-0.22691543251276014
28,left,F.C.M.,11,0.705646,-0.5768033,-0.55709505,-1.7710338,-1.6158545911312103
28,left,Fissure_Calcarine.,12,1.0950512,-0.9195462,-1.0802805,-2.1767197,-1.973617959022522
28,left,S.F.int.,13,0.3039155,-0.2865947,-0.3173849,-0.6699928,-0.598987340927124
28,left,S.R.inf,14,0.19944033,-0.19029367,-0.17571475,-0.5437582,-0.46588167548179626
28,left,F.Coll.,15,0.43613717,-0.27358574,-0.16675445,-1.6648186,-1.2416409611701966
28,left,S.S.p.,16,0.327679,-0.10841637,-0.15264055,-0.9238036,-0.6528459012508392
28,left,S.Call.,17,0.50422984,-0.2971632,-0.2709213,-1.6304563,-1.1024929046630858
28,left,Fissure_Parieto_Occipitale,18,0.84372973,-0.7560497,-0.8291731,-1.8385404,-1.7154167890548706
28,left,Sillon_Olfactif,19,0.6778408,-0.63647586,-0.59686536,-1.6201632,-1.4715957164764404
28,left,S.Or.,20,0.32272166,-0.2121209,-0.2547658,-0.63250726,-0.5979381650686264
28,left,S.O.T.Lat.,21,0.4240518,-0.23583508,-0.24323055,-1.4131646,-1.162394493818283
28,left,S.C.LPC.,22,0.16461742,0.052009206,0.052849054,-0.23635203,-0.22387815713882447
28,left,S.F.int.,23,0.20883638,-0.13628042,-0.14692654,-0.54585546,-0.4728170409798622
28,left,S.F.marginal,24,0.15236972,-0.02993839,-0.056137733,-0.31411356,-0.2773958295583725
28,left,S.F.Orbitaire,25,0.095990345,0.039396055,0.01175704,-0.14892374,-0.0903972927480936
28,left,S.Rh.,26,0.49630657,0.48024252,0.48878402,-0.10858375,-0.07276940271258354
28,left,F.I.P.sup.,27,0.53116506,-0.38212729,-0.3888397,-1.1982838,-1.1391670465469361
28,left,S.Pa.sup.,28,0.27419657,0.26885298,0.26422286,-0.08304803,-0.00042789769358932703
