Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
43,left,Sillon_Central,2,1.5785455,-1.5732679,-1.608218,-3.100313,-2.7122679352760315
43,left,Sillon_Temporal_superieur,3,1.478714,-1.4418758,-1.4376296,-3.0567095,-2.7479230880737306
43,left,S.Pe.C.inf.,4,1.5390834,-1.5046034,-1.580251,-3.151001,-2.714826774597168
43,left,S.Pe.C.sup.,5,1.5475217,-1.5444332,-1.5038325,-3.1653652,-2.763953113555908
43,left,S.Po.C.,6,1.4318767,-1.4168278,-1.3354502,-3.243463,-2.8471006751060486
43,left,Fissure_Intra_Parietale,7,1.5953889,-1.5845563,-1.5521531,-3.2419424,-2.9962859988212585
43,left,Sillon_Frontal_superieur,8,1.4947996,-1.4045762,-1.4211571,-3.0806794,-2.9156533241271974
43,left,Sillon_Frontal_inferieur,9,1.350442,-1.3452395,-1.3840775,-2.709478,-2.357946681976318
43,left,S.T.i.,10,1.0969226,-1.0261288,-1.0390346,-2.507494,-2.166311740875244
43,left,F.C.M.,11,1.5814036,-1.5262172,-1.6198509,-3.19365,-2.831013226509094
43,left,Fissure_Calcarine.,12,1.5098504,-1.4907789,-1.588599,-2.8140576,-2.6283100605010987
43,left,S.F.int.,13,0.9190501,-0.88441294,-0.9372636,-2.1492226,-1.8263460397720337
43,left,S.R.inf,14,1.3409846,-1.323668,-1.4211149,-2.4680629,-2.3699841499328613
43,left,F.Coll.,15,1.6385776,-1.6266072,-1.6747059,-3.126474,-2.7876680374145506
43,left,S.S.p.,16,1.3567325,-1.2935722,-1.2841551,-3.0118957,-2.5923163890838623
43,left,S.Call.,17,1.6955615,-1.6718334,-1.7184252,-3.4966881,-3.1441179752349853
43,left,Fissure_Parieto_Occipitale,18,1.3661853,-1.3659914,-1.4494748,-2.6171722,-2.3784924745559692
43,left,Sillon_Olfactif,19,1.8678353,-1.8672955,-1.7993331,-3.1634073,-2.945739984512329
43,left,S.Or.,20,1.3208464,-1.3027624,-1.4005754,-2.442933,-2.340616261959076
43,left,S.O.T.Lat.,21,1.4745618,-1.4475354,-1.4834146,-3.1113572,-2.788203239440918
43,left,S.C.LPC.,22,0.40440553,-0.27012014,-0.2623178,-0.97780377,-0.9384034752845765
43,left,S.F.int.,23,1.3231158,-1.1992425,-1.1835749,-2.7072113,-2.5588653683662415
43,left,S.F.marginal,24,1.3602284,-1.3313572,-1.3894483,-2.8356035,-2.489862859249115
43,left,S.F.Orbitaire,25,1.2248948,-1.2098801,-1.316071,-2.1024194,-2.0517297863960264
43,left,S.Rh.,26,1.2570021,-1.2570021,-1.254726,-2.2105806,-2.1483639240264893
43,left,F.I.P.sup.,27,1.3826874,-1.2990484,-1.2752763,-3.0376723,-2.7811890125274656
43,left,S.Pa.sup.,28,1.351824,-1.3250756,-1.536946,-2.4286046,-2.301479363441467
