Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
43,left,Sillon_Central,2,4.5152593,-4.4115796,-4.5250683,-9.669645,-8.465663623809814
43,left,Sillon_Temporal_superieur,3,3.8171248,-3.6182826,-3.8094769,-8.112567,-7.117748069763183
43,left,S.Pe.C.inf.,4,4.0974627,-4.055249,-4.029334,-9.1691475,-8.137663793563842
43,left,S.Pe.C.sup.,5,3.3685377,-3.120451,-3.0787926,-8.200047,-7.4268725395202635
43,left,S.Po.C.,6,3.1328182,-2.929956,-3.0162735,-7.7801456,-6.7743847370147705
43,left,Fissure_Intra_Parietale,7,4.287475,-4.259969,-4.2333527,-8.174419,-7.65099515914917
43,left,Sillon_Frontal_superieur,8,3.5216613,-3.345336,-3.766363,-7.088854,-6.159337663650512
43,left,Sillon_Frontal_inferieur,9,2.6778588,-2.6688735,-2.7357693,-5.7980537,-4.628246188163757
43,left,S.T.i.,10,1.0449636,0.15661483,0.09401192,-2.4215777,-1.708814024925232
43,left,F.C.M.,11,4.5996795,-4.5583024,-4.7145414,-9.588683,-7.999541211128235
43,left,Fissure_Calcarine.,12,5.2229714,-5.2229714,-5.0940423,-10.3474045,-9.418520545959472
43,left,S.F.int.,13,0.92507154,-0.11434919,-0.29063803,-2.3997912,-1.6540288925170898
43,left,S.R.inf,14,1.508901,-0.73576766,-1.0169427,-3.0769854,-2.941962480545044
43,left,F.Coll.,15,4.2271466,-4.2271466,-4.140933,-7.615291,-6.891907119750977
43,left,S.S.p.,16,2.949001,-2.3748908,-2.7254765,-6.6966443,-5.9769202709198
43,left,S.Call.,17,1.409616,-1.383775,-1.3547673,-3.8674617,-3.0802234649658202
43,left,Fissure_Parieto_Occipitale,18,3.8543844,-3.7869349,-3.823838,-8.230385,-7.572015285491943
43,left,Sillon_Olfactif,19,1.3419665,-0.80597556,-0.7999587,-3.2284389,-2.861444664001465
43,left,S.Or.,20,2.5946095,-2.3941472,-2.4739866,-5.9732127,-5.427591133117676
43,left,S.O.T.Lat.,21,2.5534358,-2.5133054,-2.577387,-5.9288893,-5.121453881263733
43,left,S.C.LPC.,22,2.2676547,2.2676547,2.236962,1.2945031,1.3246649503707886
43,left,S.F.int.,23,2.316218,-2.0352747,-2.1929023,-4.8876076,-4.599371075630188
43,left,S.F.marginal,24,2.0766356,-1.403011,-1.7536278,-4.594347,-4.113999843597412
43,left,S.F.Orbitaire,25,1.117858,0.7648691,0.72560966,-1.0436118,-0.9270762264728546
43,left,S.Rh.,26,1.1782999,1.1382046,0.8183297,-0.3497232,-0.1506155788898468
43,left,F.I.P.sup.,27,3.8808248,-3.5855951,-3.8696034,-7.9565206,-7.407975959777832
43,left,S.Pa.sup.,28,1.20067,1.051523,0.8497497,-0.69670415,-0.4320954397320747
