subject,sessions,alphas,diff_fundicrest_dpfstar
CC00712XX11,221400,100,0.7019477253824792
CC00712XX11,221400,150,0.7532904529152024
CC00712XX11,221400,200,0.7889225079022972
CC00712XX11,221400,250,0.8161521686532281
CC00712XX11,221400,300,0.8321917153740165
CC00712XX11,221400,400,0.8588402182380324
CC00712XX11,221400,500,0.8768508913195638
CC00712XX11,221400,600,0.8889139846157553
CC00712XX11,221400,700,0.896566234252632
CC00712XX11,221400,800,0.9007767574141292
CC00712XX11,221400,900,0.905405056342908
CC00712XX11,221400,1000,0.9073262443494994
CC00712XX11,221400,2000,0.916690624883798
CC00385XX15,118500,0,0.15508924375335487
CC00385XX15,118500,1,0.19908511324757278
CC00385XX15,118500,5,0.31117760586275683
CC00385XX15,118500,10,0.37854340201774705
CC00385XX15,118500,50,0.6366672501873721
CC00385XX15,118500,100,0.729378513015894
CC00385XX15,118500,150,0.7686580221777862
CC00385XX15,118500,200,0.7908162597190115
CC00385XX15,118500,250,0.8049238308997322
CC00385XX15,118500,300,0.8181841268854357
CC00385XX15,118500,400,0.8426791218382584
CC00385XX15,118500,500,0.8585503268126659
CC00385XX15,118500,600,0.8690292642371749
CC00385XX15,118500,700,0.8758128157948812
CC00385XX15,118500,800,0.8822990818982619
CC00385XX15,118500,900,0.8861599262381388
CC00385XX15,118500,1000,0.8890639888019689
CC00385XX15,118500,2000,0.894604533995988
CC00063AN06,15102,0,0.1346992316647861
CC00063AN06,15102,1,0.1563609996608346
CC00063AN06,15102,5,0.2575466998904469
CC00063AN06,15102,10,0.34930545241575595
CC00063AN06,15102,50,0.629183398843696
CC00063AN06,15102,100,0.7386463963171549
CC00063AN06,15102,150,0.7853320415288185
CC00063AN06,15102,200,0.8154031536205811
CC00063AN06,15102,250,0.8394131359269215
CC00063AN06,15102,300,0.8533213117086135
CC00063AN06,15102,400,0.8701242071204723
CC00063AN06,15102,500,0.8791044790692786
CC00063AN06,15102,600,0.8834807686099925
CC00063AN06,15102,700,0.8866577465279958
CC00063AN06,15102,800,0.889599170207022
CC00063AN06,15102,900,0.8923681858999727
CC00063AN06,15102,1000,0.89315080609292
CC00063AN06,15102,2000,0.8886131780820075
CC00492AN15,140900,0,0.24139022206875244
CC00492AN15,140900,1,0.27805415267890804
CC00492AN15,140900,5,0.34873707964705497
CC00492AN15,140900,10,0.4075310518201487
CC00492AN15,140900,50,0.6488138464391977
CC00492AN15,140900,100,0.7392575812391436
CC00492AN15,140900,150,0.7776255847439927
CC00492AN15,140900,200,0.8069963733174859
CC00492AN15,140900,250,0.8289287846216479
CC00492AN15,140900,300,0.842098900403188
CC00492AN15,140900,400,0.8624722052808781
CC00492AN15,140900,500,0.8738975421080504
CC00492AN15,140900,600,0.8813802430673128
CC00492AN15,140900,700,0.8868420619941547
CC00492AN15,140900,800,0.891338273796306
CC00492AN15,140900,900,0.8946430763158664
CC00492AN15,140900,1000,0.8982542811383307
CC00492AN15,140900,2000,0.895582887848469
CC00100XX01,35000,0,0.13416644803337605
CC00100XX01,35000,1,0.1839913308515717
CC00100XX01,35000,5,0.30185741024959173
CC00100XX01,35000,10,0.3955385719651459
CC00100XX01,35000,50,0.6773955914372244
CC00100XX01,35000,100,0.7695600826401084
CC00100XX01,35000,150,0.8160845065414933
CC00100XX01,35000,200,0.8465428799088971
CC00100XX01,35000,250,0.8657667076074087
CC00100XX01,35000,300,0.8796289159984472
CC00100XX01,35000,400,0.8955616642856029
CC00100XX01,35000,500,0.9037086845109218
CC00100XX01,35000,600,0.9124276183193836
CC00100XX01,35000,700,0.9143352787847164
CC00100XX01,35000,800,0.9171947610080784
CC00100XX01,35000,900,0.9198065638171744
CC00100XX01,35000,1000,0.9188832877093914
CC00100XX01,35000,2000,0.9149722891078216
CC00777XX19,239102,0,0.15884790007707084
CC00777XX19,239102,1,0.1679585538737544
CC00777XX19,239102,5,0.3256660310603437
CC00777XX19,239102,10,0.4400285275684533
CC00777XX19,239102,50,0.7622195214625268
CC00777XX19,239102,100,0.8224215750164234
CC00777XX19,239102,150,0.8556954808781975
CC00777XX19,239102,200,0.8832634597463571
CC00777XX19,239102,250,0.8972516490733672
CC00777XX19,239102,300,0.9093141284721807
CC00777XX19,239102,400,0.9253544616828423
CC00777XX19,239102,500,0.9329380807350967
CC00777XX19,239102,600,0.9356521960856063
CC00777XX19,239102,700,0.9394853654994053
CC00777XX19,239102,800,0.9411340119299367
CC00777XX19,239102,900,0.9421373866076463
CC00777XX19,239102,1000,0.9441197283576872
CC00777XX19,239102,2000,0.9471950637200042
CC00839XX23,23710,0,0.19120713137453818
CC00839XX23,23710,1,0.20603569869208332
CC00839XX23,23710,5,0.27387212316188453
CC00839XX23,23710,10,0.3290917077740265
CC00839XX23,23710,50,0.6243148316560289
CC00839XX23,23710,100,0.7546147264363947
CC00839XX23,23710,150,0.8080828846807464
CC00839XX23,23710,200,0.8421347034320825
CC00839XX23,23710,250,0.8639376145872992
CC00839XX23,23710,300,0.8797061189187159
CC00839XX23,23710,400,0.9045958841864709
CC00839XX23,23710,500,0.9152391820369696
CC00839XX23,23710,600,0.9198731524166452
CC00839XX23,23710,700,0.9234098255462637
CC00839XX23,23710,800,0.9279143138690245
CC00839XX23,23710,900,0.9314435172188009
CC00839XX23,23710,1000,0.9316494150447228
CC00839XX23,23710,2000,0.9391002660188498
KKI2009_113,MR1,0,0.2461855685691689
KKI2009_113,MR1,1,0.25512380718769445
KKI2009_113,MR1,5,0.32667617895869705
KKI2009_113,MR1,10,0.38913235093637305
KKI2009_113,MR1,50,0.6613532540213205
KKI2009_113,MR1,100,0.7554487335739427
KKI2009_113,MR1,150,0.8095132244288561
KKI2009_113,MR1,200,0.8396718201465884
KKI2009_113,MR1,250,0.8563538244958955
KKI2009_113,MR1,300,0.8682462039753243
KKI2009_113,MR1,400,0.8904885459950599
KKI2009_113,MR1,500,0.905004014421139
KKI2009_113,MR1,600,0.9146164635974241
KKI2009_113,MR1,700,0.922270498232667
KKI2009_113,MR1,800,0.9272661562080204
KKI2009_113,MR1,900,0.9322007254645148
KKI2009_113,MR1,1000,0.9340532867456828
KKI2009_113,MR1,2000,0.9509675258847106
KKI2009_142,MR1,0,0.11265665593732511
KKI2009_142,MR1,1,0.14989729289697104
KKI2009_142,MR1,5,0.22958537894050327
KKI2009_142,MR1,10,0.31002586086762335
KKI2009_142,MR1,50,0.6129177683387768
KKI2009_142,MR1,100,0.7118059861507534
KKI2009_142,MR1,150,0.7664415595387916
KKI2009_142,MR1,200,0.8038475039893094
KKI2009_142,MR1,250,0.8308663126380076
KKI2009_142,MR1,300,0.8465903487987257
KKI2009_142,MR1,400,0.8705353900345298
KKI2009_142,MR1,500,0.8842117518991112
KKI2009_142,MR1,600,0.8950136760527743
KKI2009_142,MR1,700,0.9069909931387198
KKI2009_142,MR1,800,0.9115862804556704
KKI2009_142,MR1,900,0.914387012433577
KKI2009_142,MR1,1000,0.9201140221750878
KKI2009_142,MR1,2000,0.9329388614928213
KKI2009_505,MR1,0,0.2646689876416496
KKI2009_505,MR1,1,0.2747526772509537
KKI2009_505,MR1,5,0.3559821230360082
KKI2009_505,MR1,10,0.42926676617283166
KKI2009_505,MR1,50,0.6680512071230578
KKI2009_505,MR1,100,0.761397117347355
KKI2009_505,MR1,150,0.804905284966206
KKI2009_505,MR1,200,0.8293333355826361
KKI2009_505,MR1,250,0.8480014425250404
KKI2009_505,MR1,300,0.8672858030973181
KKI2009_505,MR1,400,0.8862603436623995
KKI2009_505,MR1,500,0.9008567363136291
KKI2009_505,MR1,600,0.9125734791630662
KKI2009_505,MR1,700,0.9229155082049292
KKI2009_505,MR1,800,0.929682887772331
KKI2009_505,MR1,900,0.9334284080686294
KKI2009_505,MR1,1000,0.936453649982271
KKI2009_505,MR1,2000,0.9538499656195827
