subject,sessions,alphas,diff_fundicrest_dpfstar
CC00735XX18,222201,0,0.20897598565461672
CC00735XX18,222201,1,0.22897651914566633
CC00735XX18,222201,5,0.270195053742003
CC00735XX18,222201,10,0.2970821935720662
CC00735XX18,222201,50,0.4337370815531878
CC00735XX18,222201,100,0.5093654577303922
CC00735XX18,222201,150,0.5525545769521277
CC00735XX18,222201,200,0.5860397292969124
CC00735XX18,222201,250,0.6085101537487182
CC00735XX18,222201,300,0.6341767694657356
CC00735XX18,222201,400,0.6748086819870465
CC00735XX18,222201,500,0.7011767970810278
CC00735XX18,222201,600,0.7208509828071126
CC00735XX18,222201,700,0.7388724858659144
CC00735XX18,222201,800,0.7517769945841393
CC00735XX18,222201,900,0.76217160421089
CC00735XX18,222201,1000,0.7662819779234602
CC00735XX18,222201,2000,0.7977327821766993
CC00672AN13,197601,0,0.13423073997011722
CC00672AN13,197601,1,0.15721476881298593
CC00672AN13,197601,5,0.21039897450953277
CC00672AN13,197601,10,0.2298266460243935
CC00672AN13,197601,50,0.3423497023771752
CC00672AN13,197601,100,0.4410682922149279
CC00672AN13,197601,150,0.5156041074239839
CC00672AN13,197601,200,0.5645129938663327
CC00672AN13,197601,250,0.6095146559508617
CC00672AN13,197601,300,0.636593073442344
CC00672AN13,197601,400,0.6782944034162568
CC00672AN13,197601,500,0.7085683309395752
CC00672AN13,197601,600,0.7267954282209466
CC00672AN13,197601,700,0.7437500105897553
CC00672AN13,197601,800,0.7558258773642602
CC00672AN13,197601,900,0.7619274577654863
CC00672AN13,197601,1000,0.7732258098144966
CC00672AN13,197601,2000,0.8091686913651006
CC00672BN13,200000,0,0.20398773730908812
CC00672BN13,200000,1,0.2180361475226224
CC00672BN13,200000,5,0.24294826302557787
CC00672BN13,200000,10,0.2637406740506195
CC00672BN13,200000,50,0.4389167068907723
CC00672BN13,200000,100,0.5730566003439332
CC00672BN13,200000,150,0.6210771493360372
CC00672BN13,200000,200,0.6572816498454779
CC00672BN13,200000,250,0.6835653703600877
CC00672BN13,200000,300,0.6979324621535654
CC00672BN13,200000,400,0.7289177361162998
CC00672BN13,200000,500,0.7516239363569552
CC00672BN13,200000,600,0.7678696696385032
CC00672BN13,200000,700,0.7801901777616385
CC00672BN13,200000,800,0.7904145345120058
CC00672BN13,200000,900,0.7930769094072679
CC00672BN13,200000,1000,0.7969632676961609
CC00672BN13,200000,2000,0.8452215505220019
CC00621XX11,177900,0,0.2449871135091197
CC00621XX11,177900,1,0.2726973775724789
CC00621XX11,177900,5,0.3183421899567142
CC00621XX11,177900,10,0.3420041179917802
CC00621XX11,177900,50,0.4983362331511219
CC00621XX11,177900,100,0.6226801644913125
CC00621XX11,177900,150,0.681474556220735
CC00621XX11,177900,200,0.7240761531669703
CC00621XX11,177900,250,0.7578555789411928
CC00621XX11,177900,300,0.7803888585930686
CC00621XX11,177900,400,0.8066182187371878
CC00621XX11,177900,500,0.8261069270578415
CC00621XX11,177900,600,0.8406243839277628
CC00621XX11,177900,700,0.8491381923311264
CC00621XX11,177900,800,0.857415310393788
CC00621XX11,177900,900,0.8641187735317966
CC00621XX11,177900,1000,0.8701330408461221
CC00621XX11,177900,2000,0.8830881862604443
CC00829XX21,17610,0,0.31336875867655367
CC00829XX21,17610,1,0.32979106297170485
CC00829XX21,17610,5,0.3952445464331598
CC00829XX21,17610,10,0.4530080661094373
CC00829XX21,17610,50,0.6523885507322487
CC00829XX21,17610,100,0.7556109767785804
CC00829XX21,17610,150,0.8047273406322659
CC00829XX21,17610,200,0.835509993304777
CC00829XX21,17610,250,0.8586378584723089
CC00829XX21,17610,300,0.8681424358798809
CC00829XX21,17610,400,0.8875156925413061
CC00829XX21,17610,500,0.8987994754902984
CC00829XX21,17610,600,0.8961410098105165
CC00829XX21,17610,700,0.9002460683588939
CC00829XX21,17610,800,0.9033014787738805
CC00829XX21,17610,900,0.9056954287278535
CC00829XX21,17610,1000,0.9060991171839436
CC00829XX21,17610,2000,0.9062809132411005
CC00617XX15,176500,0,0.3178774750956987
CC00617XX15,176500,1,0.33062565632236635
CC00617XX15,176500,5,0.3647466647531151
CC00617XX15,176500,10,0.4019240433650001
CC00617XX15,176500,50,0.5986375583224045
CC00617XX15,176500,100,0.7064590099480595
CC00617XX15,176500,150,0.7468108969545942
CC00617XX15,176500,200,0.7736117181905107
CC00617XX15,176500,250,0.7971207231012503
CC00617XX15,176500,300,0.8154089623967404
CC00617XX15,176500,400,0.8399027457167889
CC00617XX15,176500,500,0.8568180078549126
CC00617XX15,176500,600,0.8648321584557102
CC00617XX15,176500,700,0.8700891406396557
CC00617XX15,176500,800,0.8795450855451306
CC00617XX15,176500,900,0.8851812109479533
CC00617XX15,176500,1000,0.886625245459541
CC00617XX15,176500,2000,0.8883062059108476
CC00712XX11,221400,0,0.2692690424994514
CC00712XX11,221400,1,0.2847577145579349
CC00712XX11,221400,5,0.3405133900455938
CC00712XX11,221400,10,0.39333328112485094
CC00712XX11,221400,50,0.6157054104345191
