Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
36,right,Sillon_Central,2,4.192753,-4.0168824,-4.4018807,-7.722716,-7.093357563018799
36,right,Sillon_Temporal_superieur,3,3.2922409,-2.4912934,-3.1236932,-6.334921,-5.645942687988281
36,right,S.Pe.C.inf.,4,3.209919,-2.9844759,-3.1240783,-7.0500937,-6.432528972625732
36,right,S.Pe.C.sup.,5,2.238642,-1.4623326,-1.5406777,-5.8816485,-5.197864532470703
36,right,S.Po.C.,6,2.7353368,-2.199815,-2.3711982,-6.735807,-6.121732473373413
36,right,Fissure_Intra_Parietale,7,1.5069925,-0.982837,-1.0372158,-3.6200237,-3.331889271736145
36,right,Sillon_Frontal_superieur,8,2.3452024,-1.9811332,-2.2148628,-5.382728,-4.316508769989014
36,right,Sillon_Frontal_inferieur,9,2.2164931,-0.96295995,-1.4804916,-5.3508673,-3.8492740988731384
36,right,S.T.i.,10,2.3613334,2.1690094,1.3422517,-1.3651476,-0.741893658041954
36,right,F.C.M.,11,3.7724657,-3.6685598,-4.0519786,-7.743278,-6.9080997705459595
36,right,Fissure_Calcarine.,12,4.5510926,-4.550557,-4.1216393,-9.144275,-8.449531936645508
36,right,S.F.int.,13,2.1963027,2.1195657,2.198388,-2.245179,-0.05906129386276003
36,right,S.R.inf,14,0.65078014,0.4280058,0.366992,-0.98304737,-0.5304061561822891
36,right,F.Coll.,15,3.0373225,-2.8537498,-2.986574,-6.5431824,-6.095750236511231
36,right,S.S.p.,16,1.6488602,-1.1745675,-1.4359031,-3.8037505,-3.4228367805480957
36,right,S.Call.,17,2.442973,-2.4424734,-2.4708438,-4.5556493,-3.4137998819351196
36,right,Fissure_Parieto_Occipitale,18,2.7213354,-1.9913859,-2.0175238,-6.4840913,-5.970570993423462
36,right,Sillon_Olfactif,19,1.7780603,0.97175133,0.9902451,-2.6945312,-2.2389771342277527
36,right,S.Or.,20,1.4615216,-0.16517739,-0.0997665,-3.3493423,-2.939573836326599
36,right,S.O.T.Lat.,21,1.2893425,-0.67301816,-0.64440644,-3.812742,-3.30356627702713
36,right,S.C.LPC.,22,1.0713335,1.0364052,0.91048676,-0.24610774,-0.09719370156526565
36,right,S.F.int.,23,1.051923,-0.750119,-0.660064,-2.882094,-2.601205348968506
36,right,S.F.marginal,24,1.6795443,1.3397957,1.0713117,-1.2149967,-0.9873095870018006
36,right,S.F.Orbitaire,25,3.662217,3.662217,3.7247393,2.881759,2.99078426361084
36,right,S.Rh.,26,2.1159375,2.1159375,1.555336,0.7589571,0.9942805618047714
36,right,F.I.P.sup.,27,2.2228947,-1.9790773,-2.114251,-4.7957253,-4.19580192565918
36,right,S.Pa.sup.,28,2.527632,2.527632,2.5011957,1.3454989,1.5269195556640625
