Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
32,left,Sillon_Central,2,1.3597223,-1.3423903,-1.4262162,-2.3740191,-2.156342339515686
32,left,Sillon_Temporal_superieur,3,0.92692524,-0.7809631,-0.87478215,-2.0609124,-1.8180329203605652
32,left,S.Pe.C.inf.,4,0.9076704,-0.7994671,-0.9083051,-2.1349692,-1.8888741910457612
32,left,S.Pe.C.sup.,5,0.71531564,-0.347569,-0.43918484,-1.9782497,-1.5266982793807984
32,left,S.Po.C.,6,0.80265903,-0.6728034,-0.66483116,-2.1290898,-1.7790565192699432
32,left,Fissure_Intra_Parietale,7,0.98036534,-0.9161932,-0.85042,-2.2131462,-2.0419001936912538
32,left,Sillon_Frontal_superieur,8,0.8849725,-0.8120001,-0.84270626,-2.0467522,-1.7526392698287965
32,left,Sillon_Frontal_inferieur,9,0.80892205,-0.7860028,-0.8500749,-1.6990374,-1.5332930386066437
32,left,S.T.i.,10,0.37721026,0.117306374,0.07244905,-0.9974287,-0.6739408314228058
32,left,F.C.M.,11,1.0693275,-0.995713,-1.0966907,-2.3312278,-2.0781574487686156
32,left,Fissure_Calcarine.,12,1.2539113,-1.1340739,-1.314694,-2.4364471,-2.2795737266540526
32,left,S.F.int.,13,0.4789771,-0.4657086,-0.5135571,-1.1586846,-0.923927366733551
32,left,S.R.inf,14,0.4698985,-0.43195236,-0.39813918,-1.2877268,-1.144288420677185
32,left,F.Coll.,15,0.8887695,-0.7004886,-0.75347865,-2.4146025,-2.1372546195983886
32,left,S.S.p.,16,0.55873793,-0.39091244,-0.41379035,-1.5108812,-1.280655211210251
32,left,S.Call.,17,1.1899025,-0.85862964,-0.97127944,-2.4936137,-2.371425914764404
32,left,Fissure_Parieto_Occipitale,18,1.032079,-0.9937137,-1.0700926,-2.0416667,-1.8989577293395996
32,left,Sillon_Olfactif,19,1.0547298,-0.80751175,-1.0143785,-2.2887275,-2.093222236633301
32,left,S.Or.,20,0.50513107,-0.44695774,-0.44863364,-1.2952138,-1.0931886315345765
32,left,S.O.T.Lat.,21,0.7033226,-0.56583303,-0.5716561,-1.9925659,-1.7258807718753815
32,left,S.C.LPC.,22,0.14808136,-0.06686061,-0.08782677,-0.3407784,-0.2915432095527649
32,left,S.F.int.,23,0.5925471,-0.53805923,-0.5290706,-1.5301433,-1.3896194100379944
32,left,S.F.marginal,24,0.45049256,-0.3158486,-0.32128417,-1.2106438,-1.060007780790329
32,left,S.F.Orbitaire,25,0.3831522,-0.3708691,-0.39018518,-0.761962,-0.7092295140028
32,left,S.Rh.,26,0.588381,0.5451213,0.52309483,-0.317541,-0.21106308996677398
32,left,F.I.P.sup.,27,0.93449634,-0.89266837,-0.8670027,-2.0005004,-1.8898157835006715
32,left,S.Pa.sup.,28,0.3267059,-0.038767647,-0.019853508,-0.6652625,-0.6346617937088013
