Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
28,right,Sillon_Central,2,1.2054341,-1.0353771,-1.2723035,-1.9980435,-1.864628291130066
28,right,Sillon_Temporal_superieur,3,0.62947464,-0.51755613,-0.4735034,-1.6424053,-1.4682566940784454
28,right,S.Pe.C.inf.,4,0.520364,-0.40319353,-0.4346009,-1.4183478,-1.2028867304325104
28,right,S.Pe.C.sup.,5,0.3827142,-0.091341265,0.016672757,-1.3395267,-1.131939172744751
28,right,S.Po.C.,6,0.6353092,-0.15730853,-0.24069324,-1.3800226,-1.1908598601818086
28,right,Fissure_Intra_Parietale,7,0.31912985,0.00065424544,0.010027327,-0.75780946,-0.662736690044403
28,right,Sillon_Frontal_superieur,8,0.43160114,-0.105838425,-0.010268606,-0.9922917,-0.8590118944644928
28,right,Sillon_Frontal_inferieur,9,0.36965582,-0.2837401,-0.2634381,-1.4243596,-1.0058020949363708
28,right,S.T.i.,10,0.21739832,-0.0138329845,-0.08222486,-0.52398944,-0.41187832206487657
28,right,F.C.M.,11,0.50882775,-0.0541124,0.12225334,-1.4605281,-1.1916528642177582
28,right,Fissure_Calcarine.,12,1.0989007,-0.98510534,-1.1307786,-2.288158,-2.0281596183776855
28,right,S.F.int.,13,0.22105089,-0.12968786,-0.030929934,-1.1810105,-0.8847758293151855
28,right,S.R.inf,14,0.19047917,0.035647135,0.011921318,-0.5397275,-0.26508933752775193
28,right,F.Coll.,15,0.57131684,-0.45601535,-0.42225298,-1.6065133,-1.4434200048446655
28,right,S.S.p.,16,0.35026798,0.08646838,0.005763433,-1.1030046,-0.5279592573642731
28,right,S.Call.,17,0.6461523,0.42293382,0.53906345,-2.1428978,-0.8483057022094727
28,right,Fissure_Parieto_Occipitale,18,0.83751655,-0.66214544,-0.6699196,-1.8683118,-1.7348223567008971
28,right,Sillon_Olfactif,19,0.661515,-0.53615856,-0.51886076,-1.7042098,-1.5240944027900696
28,right,S.Or.,20,0.34547904,-0.06739248,-0.1280186,-0.8006498,-0.720944219827652
28,right,S.O.T.Lat.,21,0.4455867,-0.17183298,-0.073789746,-1.4222665,-1.241991287469864
28,right,S.C.LPC.,22,0.28522605,0.25951052,0.28872618,-0.1578464,-0.10396997928619384
28,right,S.F.int.,23,0.22784995,-0.1184113,-0.08832541,-0.6817234,-0.5882450938224792
28,right,S.F.marginal,24,0.18573348,-0.01990559,-0.03169838,-0.3322348,-0.2998247131705284
28,right,S.F.Orbitaire,25,0.01890765,0.0057217865,-0.00056230393,-0.021351762,-0.0212265532463789
28,right,S.Rh.,26,0.28721845,0.16987805,0.13938965,-0.27507076,-0.22346751764416695
28,right,F.I.P.sup.,27,0.3020151,-0.10339647,-0.04217059,-1.2129432,-0.7875584363937378
28,right,S.Pa.sup.,28,0.39129588,0.39129588,0.39032364,0.104165725,0.16066249012947081
