Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
44,right,Sillon_Central,2,1.5805529,-1.5787194,-1.609761,-2.9499419,-2.688992643356323
44,right,Sillon_Temporal_superieur,3,1.4670397,-1.4649882,-1.3896449,-2.9577172,-2.719711422920227
44,right,S.Pe.C.inf.,4,1.5723299,-1.5710717,-1.6010087,-3.2580216,-2.7438747882843018
44,right,S.Pe.C.sup.,5,1.5050888,-1.5046717,-1.4590806,-3.1906307,-2.801863193511963
44,right,S.Po.C.,6,1.4329052,-1.4298335,-1.4272957,-3.0127032,-2.756084167957306
44,right,Fissure_Intra_Parietale,7,1.431802,-1.4307283,-1.3121264,-3.0008547,-2.847460651397705
44,right,Sillon_Frontal_superieur,8,1.4842042,-1.4822128,-1.427703,-3.124012,-2.70583655834198
44,right,Sillon_Frontal_inferieur,9,1.2781334,-1.2744042,-1.264564,-2.600297,-2.377256691455841
44,right,S.T.i.,10,1.1687146,-1.1686499,-1.1258374,-2.4117177,-2.0167328000068663
44,right,F.C.M.,11,1.6295495,-1.6283796,-1.670238,-3.1273847,-2.733366346359253
44,right,Fissure_Calcarine.,12,1.5072877,-1.4934461,-1.5634623,-2.8326137,-2.591319227218628
44,right,S.F.int.,13,1.0314406,-1.0314406,-0.9955776,-2.0807638,-1.7812613785266875
44,right,S.R.inf,14,1.141252,-1.1377604,-1.0446203,-2.3599372,-2.2312942504882813
44,right,F.Coll.,15,1.6499053,-1.6485939,-1.5795277,-3.1195982,-2.9252681255340574
44,right,S.S.p.,16,1.294021,-1.2926855,-1.2314605,-2.8205683,-2.471295952796936
44,right,S.Call.,17,1.4584662,-1.4311721,-1.5251104,-3.4498453,-2.7526309490203857
44,right,Fissure_Parieto_Occipitale,18,1.3726702,-1.3717337,-1.4439356,-2.4155498,-2.21419335603714
44,right,Sillon_Olfactif,19,1.8430371,-1.8430371,-1.8533151,-3.1406407,-2.9335761070251465
44,right,S.Or.,20,1.3119513,-1.3109571,-1.2193395,-2.6361394,-2.5419106483459473
44,right,S.O.T.Lat.,21,1.5787152,-1.576701,-1.5680392,-3.078627,-2.826296162605286
44,right,S.C.LPC.,22,0.941365,-0.941365,-0.96212775,-1.5419493,-1.477203941345215
44,right,S.F.int.,23,1.3817798,-1.3736627,-1.350939,-2.8590062,-2.6685560941696167
44,right,S.F.marginal,24,1.4227442,-1.4227442,-1.5082135,-2.621677,-2.4088279604911804
44,right,S.F.Orbitaire,25,1.099374,-1.099374,-1.1393405,-1.3892889,-1.3359949588775635
44,right,S.Rh.,26,1.272582,-1.272582,-1.193471,-2.1522052,-2.041940152645111
44,right,F.I.P.sup.,27,1.3291453,-1.305685,-1.3300811,-2.8598473,-2.4361515045166016
44,right,S.Pa.sup.,28,1.1494197,-1.1494197,-1.1327517,-1.8929746,-1.8050009489059449
