Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
28,right,Sillon_Central,2,3.0280137,-2.6008358,-3.1959877,-5.019025,-4.683889484405517
28,right,Sillon_Temporal_superieur,3,1.5812213,-1.3000853,-1.1894262,-4.1256723,-3.6882164120674132
28,right,S.Pe.C.inf.,4,1.3071386,-1.01281,-1.0917042,-3.562847,-3.021614909172058
28,right,S.Pe.C.sup.,5,0.9613665,-0.22944647,0.04188146,-3.3648503,-2.8433969020843506
28,right,S.Po.C.,6,1.5958776,-0.3951543,-0.60461414,-3.4665747,-2.9914037227630614
28,right,Fissure_Intra_Parietale,7,0.8016445,0.001643476,0.025188342,-1.9035943,-1.6647744655609131
28,right,Sillon_Frontal_superieur,8,1.0841689,-0.26586285,-0.025794426,-2.4926066,-2.1578118443489074
28,right,Sillon_Frontal_inferieur,9,0.92856413,-0.71274656,-0.6617485,-3.577948,-2.5265443325042725
28,right,S.T.i.,10,0.5460979,-0.034748033,-0.20654634,-1.3162456,-1.0346258640289308
28,right,F.C.M.,11,1.2781599,-0.1359287,0.3070967,-3.6688023,-2.9933958411216737
28,right,Fissure_Calcarine.,12,2.760405,-2.4745548,-2.8404813,-5.747783,-5.094675135612488
28,right,S.F.int.,13,0.5552731,-0.32577196,-0.07769506,-2.9666624,-2.222529935836792
28,right,S.R.inf,14,0.4784779,0.08954452,0.029945988,-1.355779,-0.6658963292837142
28,right,F.Coll.,15,1.4351306,-1.1454967,-1.0606866,-4.0355124,-3.6258270740509033
28,right,S.S.p.,16,0.8798625,0.21720597,0.014477569,-2.770714,-1.3262176513671875
28,right,S.Call.,17,1.6231151,1.0623969,1.3541111,-5.3828945,-2.1309180855751038
28,right,Fissure_Parieto_Occipitale,18,2.1038163,-1.6632892,-1.6828177,-4.6931424,-4.357820987701416
28,right,Sillon_Olfactif,19,1.6617057,-1.346814,-1.3033624,-4.2809234,-3.828478753566742
28,right,S.Or.,20,0.8678328,-0.16928786,-0.32157883,-2.011208,-1.8109899163246155
28,right,S.O.T.Lat.,21,1.1193002,-0.43163922,-0.1853576,-3.57269,-3.1198445200920104
28,right,S.C.LPC.,22,0.7164792,0.6518824,0.7252714,-0.39650536,-0.26116943955421446
28,right,S.F.int.,23,0.5723521,-0.29744565,-0.22187075,-1.7124685,-1.4776537418365479
28,right,S.F.marginal,24,0.46655682,-0.05000224,-0.07962537,-0.8345638,-0.75315061211586
28,right,S.F.Orbitaire,25,0.047495443,0.014372956,-0.0014124901,-0.053634975,-0.053320457227528095
28,right,S.Rh.,26,0.72148395,0.4267285,0.35014257,-0.6909694,-0.5613435953855515
28,right,F.I.P.sup.,27,0.7586527,-0.2597288,-0.10593125,-3.0468764,-1.9783228397369383
28,right,S.Pa.sup.,28,0.9829234,0.9829234,0.98048115,0.26166114,0.4035793006420135
