Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
35,right,Sillon_Central,2,2.9655998,-2.8700361,-3.0721393,-5.3804035,-4.941470146179199
35,right,Sillon_Temporal_superieur,3,2.3556612,-2.2297823,-2.2396727,-5.372654,-4.681516695022583
35,right,S.Pe.C.inf.,4,2.3484013,-2.2242272,-2.387178,-5.39885,-4.561914563179016
35,right,S.Pe.C.sup.,5,1.9729774,-1.5833972,-1.5191288,-5.2903867,-4.641155004501343
35,right,S.Po.C.,6,2.2732613,-1.9355924,-2.1788797,-5.2511344,-4.802786660194397
35,right,Fissure_Intra_Parietale,7,1.7104496,-1.2067443,-1.2782705,-4.3162794,-3.7098171949386596
35,right,Sillon_Frontal_superieur,8,2.3236947,-2.1897166,-2.2540061,-4.8610525,-4.405383586883545
35,right,Sillon_Frontal_inferieur,9,2.1539512,-1.932695,-2.0741193,-4.760697,-4.213430762290955
35,right,S.T.i.,10,1.0454639,-0.58398867,-0.5833628,-2.731247,-2.3890193581581114
35,right,F.C.M.,11,2.5821218,-2.35469,-2.606577,-5.346997,-4.706156802177429
35,right,Fissure_Calcarine.,12,2.6825795,-2.5145283,-2.741181,-5.5327926,-4.899396395683288
35,right,S.F.int.,13,0.7403811,-0.4226334,-0.54590523,-1.900193,-1.5384763658046723
35,right,S.R.inf,14,1.0304282,-0.69973737,-0.54265535,-2.9037273,-2.646122324466705
35,right,F.Coll.,15,2.2933366,-1.4028498,-1.2959446,-5.645507,-5.087674617767334
35,right,S.S.p.,16,1.547723,-0.5742485,-0.85788393,-3.9188921,-3.2683184146881104
35,right,S.Call.,17,2.4796443,-1.551697,-2.0255704,-5.2866654,-4.606577038764954
35,right,Fissure_Parieto_Occipitale,18,2.3674603,-2.2520592,-2.4697762,-4.3179603,-4.104386687278748
35,right,Sillon_Olfactif,19,2.928848,-2.8246636,-2.9947095,-5.7579737,-5.349664688110352
35,right,S.Or.,20,1.5179211,-1.0956515,-0.95724684,-3.8671553,-3.4602269172668456
35,right,S.O.T.Lat.,21,1.9993535,-1.7141814,-1.7940373,-5.062899,-4.556853127479553
35,right,S.C.LPC.,22,1.0779432,-0.82216936,-0.8944917,-2.2408934,-2.1969470024108886
35,right,S.F.int.,23,1.6929308,-1.5036473,-1.3659866,-4.2104635,-3.8204541206359863
35,right,S.F.marginal,24,1.6154028,-1.2071842,-1.4850132,-3.462723,-3.2437132358551026
35,right,S.F.Orbitaire,25,1.309728,-1.309728,-1.3547158,-1.5249665,-1.501964008808136
35,right,S.Rh.,26,1.1005877,-0.40622443,-0.5590799,-2.4340558,-2.209670841693878
35,right,F.I.P.sup.,27,1.7933146,-1.6041229,-1.5534776,-4.1574755,-3.7947131156921388
35,right,S.Pa.sup.,28,1.2312615,-0.6628995,-0.7576216,-2.5273454,-2.359593057632446
