Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
29,right,Sillon_Central,2,3.602213,-3.1118102,-3.998404,-6.067892,-5.6315796852111815
29,right,Sillon_Temporal_superieur,3,2.2047334,-1.177537,-1.4594344,-4.5363836,-4.262373518943787
29,right,S.Pe.C.inf.,4,1.4406682,-1.1541693,-1.1706524,-3.8296764,-3.190751373767853
29,right,S.Pe.C.sup.,5,1.422191,0.65398294,0.82170266,-2.5681283,-2.0051612555980682
29,right,S.Po.C.,6,1.5091026,-0.47196177,-0.2877881,-3.6880467,-3.2530457615852355
29,right,Fissure_Intra_Parietale,7,1.5765542,1.5765542,1.4900777,0.5829973,0.6673267781734467
29,right,Sillon_Frontal_superieur,8,0.9683815,0.13773549,-0.114044406,-2.6425927,-1.6711085081100463
29,right,Sillon_Frontal_inferieur,9,1.3461223,0.0019083626,0.3696555,-3.7673259,-3.066592812538147
29,right,S.T.i.,10,2.4088678,2.3290293,1.8347647,-0.8192061,-0.3721149936318397
29,right,F.C.M.,11,3.0853922,-2.8765843,-2.8140259,-5.571904,-5.15322515964508
29,right,Fissure_Calcarine.,12,5.5200443,-5.4528275,-5.8024693,-9.442944,-9.054341888427734
29,right,S.F.int.,13,0.9966049,0.5079248,0.5684933,-2.6962118,-1.3351585447788237
29,right,S.R.inf,14,1.029431,0.7714254,0.8158801,-1.3228533,-1.0317632853984833
29,right,F.Coll.,15,2.7213228,-1.6012875,-2.159386,-5.0797315,-4.839354228973389
29,right,S.S.p.,16,1.3443907,-0.7602285,-1.1284919,-2.3583922,-2.2314627170562744
29,right,S.Call.,17,3.7953699,-3.7953699,-4.0247817,-5.6075687,-5.226276159286499
29,right,Fissure_Parieto_Occipitale,18,3.2775106,-2.9352763,-3.2076235,-6.9183435,-6.369935297966004
29,right,Sillon_Olfactif,19,1.6460087,1.412217,1.0713228,-1.1516589,-0.8613640516996384
29,right,S.Or.,20,1.2282827,1.1313975,0.7376919,-0.49271888,-0.35156780779361724
29,right,S.O.T.Lat.,21,1.2397248,0.916316,1.1900909,-1.5785651,-1.128840184211731
29,right,S.C.LPC.,22,2.1932082,2.1932082,2.096492,1.1453468,1.264229655265808
29,right,S.F.int.,23,1.2475275,1.2276701,1.4674408,-0.3049204,-0.08175987005233765
29,right,S.F.marginal,24,3.5166087,3.5166087,3.3190928,1.9944133,2.2006669878959655
29,right,S.F.Orbitaire,25,3.3908312,3.3908312,3.3819184,3.230826,3.2361167430877686
29,right,S.Rh.,26,2.3158598,2.3158598,2.1145272,0.75792474,1.0786977112293243
29,right,F.I.P.sup.,27,1.2500967,0.054407563,-0.17247629,-2.782174,-2.3351566314697263
29,right,S.Pa.sup.,28,3.9864595,3.9864595,3.9520476,3.6175869,3.665590000152588
