Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
40,left,Sillon_Central,2,1.4831686,-1.469426,-1.5605915,-2.900941,-2.544031035900116
40,left,Sillon_Temporal_superieur,3,1.3332862,-1.3061639,-1.3320956,-2.7745843,-2.5394662618637085
40,left,S.Pe.C.inf.,4,1.3630232,-1.2927387,-1.4478841,-2.9927156,-2.479128909111023
40,left,S.Pe.C.sup.,5,1.4512224,-1.4485325,-1.4163121,-2.8523226,-2.520896625518799
40,left,S.Po.C.,6,1.3344457,-1.234296,-1.3185863,-2.924837,-2.4700199365615845
40,left,Fissure_Intra_Parietale,7,1.4942939,-1.4849068,-1.4195197,-2.9919705,-2.7656562447547914
40,left,Sillon_Frontal_superieur,8,1.3378098,-1.3132118,-1.3176427,-2.7576625,-2.587030863761902
40,left,Sillon_Frontal_inferieur,9,1.084306,-0.9916072,-1.0333414,-2.4636304,-2.090358352661133
40,left,S.T.i.,10,0.746036,-0.5525206,-0.59668875,-1.9188758,-1.6141123175621033
40,left,F.C.M.,11,1.4964138,-1.4284606,-1.5257235,-2.9029887,-2.65827294588089
40,left,Fissure_Calcarine.,12,1.4360933,-1.4168079,-1.5022588,-2.7485163,-2.531721305847168
40,left,S.F.int.,13,0.7099002,-0.650734,-0.63571346,-1.85461,-1.448760986328125
40,left,S.R.inf,14,1.1155374,-1.0572548,-1.1238576,-2.2798102,-2.198396682739258
40,left,F.Coll.,15,1.5534645,-1.5171709,-1.6238829,-2.9720895,-2.6961387395858765
40,left,S.S.p.,16,1.120184,-1.0121164,-1.0510125,-2.7399127,-2.3839617133140565
40,left,S.Call.,17,1.5610632,-1.5287902,-1.5527296,-3.301183,-3.0341344833374024
40,left,Fissure_Parieto_Occipitale,18,1.2293288,-1.196766,-1.3035613,-2.5151718,-2.179486870765686
40,left,Sillon_Olfactif,19,1.6926142,-1.689988,-1.8977149,-3.000092,-2.80641508102417
40,left,S.Or.,20,1.0836318,-1.0601724,-1.082645,-2.1936743,-2.0162266969680784
40,left,S.O.T.Lat.,21,1.2466385,-1.072973,-1.2242974,-2.7522967,-2.491730213165283
40,left,S.C.LPC.,22,1.0030098,-1.0030098,-1.0711559,-1.3918762,-1.3531972885131835
40,left,S.F.int.,23,1.1760845,-1.1348151,-1.1566558,-2.6532037,-2.3877492547035217
40,left,S.F.marginal,24,1.1442075,-1.100035,-1.2245144,-2.1339068,-2.0152520537376404
40,left,S.F.Orbitaire,25,1.0032382,-0.9322887,-1.1334953,-1.6110506,-1.5143264532089233
40,left,S.Rh.,26,0.9967437,-0.7930734,-0.8485384,-2.1695626,-2.0468836307525633
40,left,F.I.P.sup.,27,1.2838027,-1.2359859,-1.2638845,-2.797966,-2.622920370101929
40,left,S.Pa.sup.,28,0.6687793,-0.5020077,-0.61884534,-1.5639476,-1.452423745393753
