Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
37,left,Sillon_Central,2,1.4556831,-1.4492011,-1.5112922,-2.737836,-2.4294758439064026
37,left,Sillon_Temporal_superieur,3,1.2381238,-1.2103994,-1.255724,-2.4803271,-2.28563334941864
37,left,S.Pe.C.inf.,4,1.2654557,-1.2074785,-1.2927399,-2.681742,-2.330763053894043
37,left,S.Pe.C.sup.,5,1.2396113,-1.2002481,-1.1919532,-2.6153653,-2.3639297485351562
37,left,S.Po.C.,6,1.094459,-1.0222975,-0.9927513,-2.7788444,-2.43495112657547
37,left,Fissure_Intra_Parietale,7,1.3094615,-1.305587,-1.1763355,-2.8116448,-2.6258089780807494
37,left,Sillon_Frontal_superieur,8,1.2371731,-1.1957499,-1.2351644,-2.5712655,-2.3396328687667847
37,left,Sillon_Frontal_inferieur,9,1.1313907,-1.1204379,-1.2367918,-2.1503212,-1.973838025331497
37,left,S.T.i.,10,0.59942216,-0.3335673,-0.40301076,-1.3968562,-1.2521374940872192
37,left,F.C.M.,11,1.3400779,-1.2695537,-1.3703203,-2.7389858,-2.4440109014511107
37,left,Fissure_Calcarine.,12,1.3782152,-1.3122061,-1.492426,-2.6869636,-2.465655708312988
37,left,S.F.int.,13,0.66257435,-0.5937829,-0.6735386,-1.6928835,-1.3727839589118958
37,left,S.R.inf,14,0.8736108,-0.824848,-0.9090077,-1.7020177,-1.6717564463615417
37,left,F.Coll.,15,1.4000723,-1.2985307,-1.4708998,-2.7828355,-2.4671066045761108
37,left,S.S.p.,16,0.97235966,-0.8688159,-0.87253535,-2.3930488,-2.059541952610016
37,left,S.Call.,17,1.457878,-1.2932321,-1.4101495,-2.961352,-2.7953197956085205
37,left,Fissure_Parieto_Occipitale,18,1.2474344,-1.2231265,-1.3470658,-2.3147106,-2.0982030630111694
37,left,Sillon_Olfactif,19,1.5652614,-1.5569746,-1.7330939,-2.8191826,-2.6200414180755613
37,left,S.Or.,20,0.8633038,-0.85298824,-0.82968307,-1.9323733,-1.8107512533664702
37,left,S.O.T.Lat.,21,1.1534308,-1.0316544,-1.1284323,-2.6050017,-2.3455302119255066
37,left,S.C.LPC.,22,0.53376323,-0.53376323,-0.51907146,-0.98632985,-0.9008812069892883
37,left,S.F.int.,23,1.0261524,-0.93359953,-0.9270019,-2.387527,-2.1391422748565674
37,left,S.F.marginal,24,0.8931022,-0.85037106,-0.9134468,-1.8478295,-1.6554598808288574
37,left,S.F.Orbitaire,25,0.8784904,-0.8784904,-0.8953029,-1.4329584,-1.3596823990345002
37,left,S.Rh.,26,0.66551155,-0.18187739,-0.05403242,-1.6103659,-1.4363790988922118
37,left,F.I.P.sup.,27,1.1298908,-1.0583379,-1.0468767,-2.5565665,-2.410593843460083
37,left,S.Pa.sup.,28,0.656747,-0.3918497,-0.26238766,-1.3658032,-1.3321334540843963
