Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
36,right,Sillon_Central,2,1.4033751,-1.3774092,-1.453817,-2.5744057,-2.3686341762542726
36,right,Sillon_Temporal_superieur,3,1.1895868,-1.1453688,-1.1621985,-2.5979493,-2.305054450035095
36,right,S.Pe.C.inf.,4,1.2047668,-1.1807162,-1.2534115,-2.6022794,-2.31233811378479
36,right,S.Pe.C.sup.,5,0.994102,-0.8693277,-0.8579706,-2.613552,-2.312027394771576
36,right,S.Po.C.,6,1.1119947,-1.0063031,-1.0895739,-2.5786297,-2.3097455143928527
36,right,Fissure_Intra_Parietale,7,0.9212173,-0.7375487,-0.8214089,-2.2175262,-2.0126155853271483
36,right,Sillon_Frontal_superieur,8,1.1700867,-1.1011546,-1.1405003,-2.4883695,-2.2007839918136596
36,right,Sillon_Frontal_inferieur,9,1.0372819,-0.93486035,-0.9917866,-2.2165623,-2.013806462287903
36,right,S.T.i.,10,0.57992625,-0.37763298,-0.39753827,-1.4593661,-1.242201602458954
36,right,F.C.M.,11,1.2975345,-1.1930236,-1.3545585,-2.5822244,-2.2737147331237795
36,right,Fissure_Calcarine.,12,1.2772205,-1.1793159,-1.3259717,-2.6427965,-2.3681115746498107
36,right,S.F.int.,13,0.39750972,-0.20591505,-0.27207553,-1.0213177,-0.8274376690387726
36,right,S.R.inf,14,0.5787471,-0.45618019,-0.3428648,-1.5328361,-1.4768982231616974
36,right,F.Coll.,15,1.1822903,-0.8436954,-0.89011943,-2.7456079,-2.5198494911193845
36,right,S.S.p.,16,0.83144003,-0.40586025,-0.5346551,-1.9777025,-1.6726506352424622
36,right,S.Call.,17,1.2427366,-0.84750825,-1.1013739,-2.5996745,-2.269858717918396
36,right,Fissure_Parieto_Occipitale,18,1.1469197,-1.0735407,-1.2115561,-2.1621704,-1.970533049106598
36,right,Sillon_Olfactif,19,1.5115466,-1.5115466,-1.5288928,-2.8221471,-2.6154507398605347
36,right,S.Or.,20,0.79243976,-0.6878964,-0.63602483,-1.8951368,-1.7276703238487243
36,right,S.O.T.Lat.,21,1.0542182,-0.92009443,-0.98043615,-2.4661615,-2.2719360828399657
36,right,S.C.LPC.,22,0.60202277,-0.47265157,-0.4902641,-1.2512139,-1.194144344329834
36,right,S.F.int.,23,0.9243717,-0.8448596,-0.8470443,-2.110269,-1.9780488014221191
36,right,S.F.marginal,24,0.85833085,-0.74627733,-0.87168163,-1.7478297,-1.6440200090408326
36,right,S.F.Orbitaire,25,0.7114199,-0.7114199,-0.7428426,-0.8417131,-0.8299926191568374
36,right,S.Rh.,26,0.5759433,-0.29839766,-0.37271607,-1.2867712,-1.1747391819953918
36,right,F.I.P.sup.,27,0.9010589,-0.7696623,-0.7717809,-2.1887612,-1.919694757461548
36,right,S.Pa.sup.,28,0.7187098,-0.5059723,-0.64597964,-1.4538312,-1.3705956935882568
