Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
40,left,Sillon_Central,2,2.8351963,-2.808926,-2.9831963,-5.545382,-4.863119959831238
40,left,Sillon_Temporal_superieur,3,2.548684,-2.4968371,-2.546408,-5.303841,-4.8543942928314205
40,left,S.Pe.C.inf.,4,2.6055286,-2.471174,-2.7677472,-5.720817,-4.7390546798706055
40,left,S.Pe.C.sup.,5,2.7741287,-2.7689865,-2.7073946,-5.452444,-4.818896770477295
40,left,S.Po.C.,6,2.5509005,-2.3594563,-2.5205836,-5.5910616,-4.7216421365737915
40,left,Fissure_Intra_Parietale,7,2.8564634,-2.838519,-2.7135262,-5.719393,-5.286774468421936
40,left,Sillon_Frontal_superieur,8,2.5573308,-2.5103102,-2.5187802,-5.271494,-4.945317649841309
40,left,Sillon_Frontal_inferieur,9,2.0727382,-1.895537,-1.9753153,-4.709428,-3.995888018608093
40,left,S.T.i.,10,1.4261079,-1.0561875,-1.1406186,-3.6680856,-3.0855056047439575
40,left,F.C.M.,11,2.8605154,-2.7306173,-2.916543,-5.549297,-5.081502866744995
40,left,Fissure_Calcarine.,12,2.745208,-2.7083423,-2.8716886,-5.25401,-4.839588928222656
40,left,S.F.int.,13,1.3570313,-1.2439303,-1.2152175,-3.5452363,-2.769423246383667
40,left,S.R.inf,14,2.1324394,-2.0210278,-2.1483443,-4.358041,-4.202412128448486
40,left,F.Coll.,15,2.9695728,-2.9001944,-3.104183,-5.6813884,-5.153886508941651
40,left,S.S.p.,16,2.141322,-1.9347421,-2.009095,-5.2375636,-4.557134675979614
40,left,S.Call.,17,2.9840977,-2.9224057,-2.9681678,-6.3104773,-5.799992275238037
40,left,Fissure_Parieto_Occipitale,18,2.3499608,-2.2877147,-2.4918625,-4.8079534,-4.166264533996582
40,left,Sillon_Olfactif,19,3.2355688,-3.2305484,-3.6276348,-5.7349176,-5.364688396453857
40,left,S.Or.,20,2.071449,-2.026605,-2.0695634,-4.193385,-3.854179632663727
40,left,S.O.T.Lat.,21,2.38305,-2.0510745,-2.340343,-5.2612367,-4.763142824172974
40,left,S.C.LPC.,22,1.917334,-1.917334,-2.0476007,-2.6606836,-2.5867456436157226
40,left,S.F.int.,23,2.2481804,-2.1692903,-2.2110407,-5.0718126,-4.564374923706055
40,left,S.F.marginal,24,2.1872447,-2.1028054,-2.3407578,-4.079135,-3.852316737174988
40,left,S.F.Orbitaire,25,1.9177706,-1.782145,-2.1667676,-3.079653,-2.8947569370269775
40,left,S.Rh.,26,1.9053558,-1.5160238,-1.6220495,-4.1472936,-3.9127828598022463
40,left,F.I.P.sup.,27,2.454092,-2.3626864,-2.416017,-5.3485374,-5.0139235496521
40,left,S.Pa.sup.,28,1.2784255,-0.9596282,-1.1829728,-2.9896116,-2.776424992084503
