Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
42,right,Sillon_Central,2,1.5322204,-1.5268341,-1.55483,-2.9065793,-2.5977848529815675
42,right,Sillon_Temporal_superieur,3,1.3535168,-1.296201,-1.3372262,-2.8333526,-2.6117731094360352
42,right,S.Pe.C.inf.,4,1.4167597,-1.3920094,-1.4935272,-2.9148874,-2.5357832312583923
42,right,S.Pe.C.sup.,5,1.3921853,-1.338336,-1.3547881,-3.1631796,-2.802273213863373
42,right,S.Po.C.,6,1.3112068,-1.2490393,-1.335443,-3.0245223,-2.515353798866272
42,right,Fissure_Intra_Parietale,7,1.1959827,-1.1347836,-1.2004771,-2.8157895,-2.583216071128845
42,right,Sillon_Frontal_superieur,8,1.4349627,-1.3807113,-1.4036518,-2.8496656,-2.604687309265137
42,right,Sillon_Frontal_inferieur,9,1.1982015,-1.0908017,-1.2857071,-2.53251,-2.1833019852638245
42,right,S.T.i.,10,0.99006814,-0.89352536,-0.94229054,-2.1976695,-1.8615031003952027
42,right,F.C.M.,11,1.5314573,-1.5165957,-1.5611584,-2.9354434,-2.6311518907547
42,right,Fissure_Calcarine.,12,1.3995814,-1.3663447,-1.4447356,-2.7795992,-2.5726653218269346
42,right,S.F.int.,13,0.7387776,-0.7077351,-0.6924517,-1.9483339,-1.6116735756397247
42,right,S.R.inf,14,0.9406212,-0.9110598,-0.97752994,-2.0803041,-1.9056421756744384
42,right,F.Coll.,15,1.4708388,-1.2718055,-1.3938832,-3.1240196,-2.890309238433838
42,right,S.S.p.,16,1.0743004,-1.0169417,-0.96361923,-2.8157268,-2.3437939882278442
42,right,S.Call.,17,1.5948732,-1.5632019,-1.6644324,-3.2404535,-3.0110501050949097
42,right,Fissure_Parieto_Occipitale,18,1.3147084,-1.3007766,-1.3859191,-2.2775462,-2.1380327701568604
42,right,Sillon_Olfactif,19,1.7508441,-1.7392069,-1.8212113,-3.0851133,-2.8583436012268066
42,right,S.Or.,20,1.1567742,-1.1042672,-1.0513211,-2.4884672,-2.374863362312317
42,right,S.O.T.Lat.,21,1.4203273,-1.3220149,-1.3541734,-2.8841782,-2.6886432647705076
42,right,S.C.LPC.,22,1.0317973,-0.99474865,-1.045323,-1.7235982,-1.660937285423279
42,right,S.F.int.,23,1.1293696,-0.86660796,-0.9557689,-2.5576732,-2.3237926959991455
42,right,S.F.marginal,24,1.2991669,-1.1668385,-1.364867,-2.4722235,-2.2597580432891844
42,right,S.F.Orbitaire,25,1.2221301,-1.2221301,-1.1781654,-1.5927222,-1.5151831090450287
42,right,S.Rh.,26,0.9441574,-0.798238,-0.7955251,-1.9166379,-1.890331357717514
42,right,F.I.P.sup.,27,1.1794258,-1.042555,-1.1266948,-2.95279,-2.571374797821045
42,right,S.Pa.sup.,28,0.78119415,-0.67672175,-0.84912956,-1.4241003,-1.3300145626068116
