Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
31,left,Sillon_Central,2,3.9142923,-3.4129865,-4.20767,-6.983138,-6.217072153091431
31,left,Sillon_Temporal_superieur,3,2.3944178,-1.2913854,-2.0405738,-4.5017433,-4.005806517601013
31,left,S.Pe.C.inf.,4,2.0707445,-1.9420288,-1.9740584,-5.1657248,-4.629710125923157
31,left,S.Pe.C.sup.,5,1.5611454,0.24143866,0.40583384,-3.7389224,-2.964448928833008
31,left,S.Po.C.,6,1.5987346,-0.52872723,-0.65423894,-4.0480137,-3.5326090455055237
31,left,Fissure_Intra_Parietale,7,1.3395399,-0.61323684,-0.749187,-2.942321,-2.6846928358078004
31,left,Sillon_Frontal_superieur,8,1.532437,-0.58581036,-0.992893,-3.867387,-2.9659186601638794
31,left,Sillon_Frontal_inferieur,9,1.5756289,-1.3483019,-1.4186871,-4.487474,-3.3038278222084045
31,left,S.T.i.,10,2.5340521,2.5206594,1.6858107,-0.34538254,0.19361350387334825
31,left,F.C.M.,11,3.6718788,-3.5587234,-3.926013,-6.9466767,-6.463530659675598
31,left,Fissure_Calcarine.,12,5.723935,-5.6656113,-5.948941,-9.7450485,-9.08418083190918
31,left,S.F.int.,13,0.90874416,0.70154434,0.6037423,-1.1537067,-0.7454837560653687
31,left,S.R.inf,14,1.6214385,1.5585412,1.3667415,-0.478328,-0.30945339798927307
31,left,F.Coll.,15,2.8378508,-2.55843,-2.8441544,-5.849428,-5.391600608825684
31,left,S.S.p.,16,1.6413468,-0.9491495,-1.3667239,-2.9446573,-2.6921350002288817
31,left,S.Call.,17,3.0806746,-3.0806746,-3.2388153,-5.6562014,-4.281639289855957
31,left,Fissure_Parieto_Occipitale,18,3.6901066,-3.5466845,-3.7760746,-7.053406,-6.693604946136475
31,left,Sillon_Olfactif,19,1.6029019,1.2035565,0.9494883,-1.2018385,-0.9983731746673584
31,left,S.Or.,20,1.3037016,1.0810122,0.65869987,-0.7654666,-0.6593978524208068
31,left,S.O.T.Lat.,21,0.8987692,-0.2594698,-0.25645265,-2.7003083,-2.269617021083832
31,left,S.C.LPC.,22,1.3139848,1.3139848,1.297116,0.6273091,0.6804687023162842
31,left,S.F.int.,23,0.5642897,-0.018926637,-0.20601664,-1.1500175,-0.8293723613023758
31,left,S.F.marginal,24,2.693707,2.693707,2.3644328,1.1482881,1.2980647385120392
31,left,S.F.Orbitaire,25,2.4454992,2.4454992,2.4113836,1.9739311,1.9897834300994872
31,left,S.Rh.,26,3.040597,3.040597,3.0189552,1.284781,1.4944516181945802
31,left,F.I.P.sup.,27,2.5616364,-2.039421,-2.4905736,-4.6527195,-4.3799241065979
31,left,S.Pa.sup.,28,3.4265394,3.4265394,3.379068,2.8858511,3.0661128282547
