Week,Hemi,ROI,Label,DPFstar_Mean_abs,DPFstar_Mean,DPFstar_Median,DPFstar_Min,DPFstar_5p
38,right,Sillon_Central,2,2.9037485,-2.8902175,-2.988483,-5.3836956,-4.93036003112793
38,right,Sillon_Temporal_superieur,3,2.5127006,-2.4645221,-2.4656463,-5.286506,-4.86355574131012
38,right,S.Pe.C.inf.,4,2.629262,-2.6095905,-2.7450104,-5.3316264,-4.6944520473480225
38,right,S.Pe.C.sup.,5,2.3359792,-2.1959755,-2.2473679,-5.43792,-4.86620569229126
38,right,S.Po.C.,6,2.3503575,-2.0710344,-2.2799037,-5.4686966,-4.579702258110046
38,right,Fissure_Intra_Parietale,7,2.0097873,-1.6712345,-1.6901591,-4.9301677,-4.260105991363526
38,right,Sillon_Frontal_superieur,8,2.4946415,-2.433039,-2.4685938,-5.4568615,-4.811977553367615
38,right,Sillon_Frontal_inferieur,9,2.129571,-1.9896442,-2.1181917,-4.4043355,-3.9965723752975464
38,right,S.T.i.,10,1.5502042,-1.3219446,-1.5105503,-3.5361807,-2.8834635972976685
38,right,F.C.M.,11,2.8161712,-2.7150784,-2.9201233,-5.602139,-4.838341641426086
38,right,Fissure_Calcarine.,12,2.559313,-2.454055,-2.658136,-5.346328,-4.8998318910598755
38,right,S.F.int.,13,0.91000915,-0.43030545,-0.59205353,-2.197993,-1.9235520958900452
38,right,S.R.inf,14,1.4850433,-1.3451432,-1.1233449,-3.572444,-3.3178199768066405
38,right,F.Coll.,15,2.699433,-2.2319965,-2.3779185,-5.813009,-5.368238830566406
38,right,S.S.p.,16,1.9656296,-1.5051996,-1.620099,-4.7251253,-4.001415491104126
38,right,S.Call.,17,2.6997044,-2.4766486,-2.806654,-6.158903,-5.104593873023987
38,right,Fissure_Parieto_Occipitale,18,2.4091284,-2.3773675,-2.564139,-4.434123,-3.9393538355827333
38,right,Sillon_Olfactif,19,3.3835058,-3.378664,-3.4103174,-5.8830543,-5.474774599075317
38,right,S.Or.,20,1.8847377,-1.8240186,-1.6580348,-4.329406,-3.968084192276001
38,right,S.O.T.Lat.,21,2.3318384,-2.01888,-2.2049034,-5.2273912,-4.797781229019165
38,right,S.C.LPC.,22,1.6003219,-1.4115336,-1.7210772,-2.8909297,-2.851516580581665
38,right,S.F.int.,23,2.131486,-2.0001018,-2.1419706,-4.4881825,-4.280947685241699
38,right,S.F.marginal,24,2.1259472,-1.9345727,-2.1776342,-3.9391122,-3.686237108707428
38,right,S.F.Orbitaire,25,1.591085,-1.591085,-1.6974931,-2.0143871,-1.9303427577018737
38,right,S.Rh.,26,1.3659317,-0.9716386,-0.90445143,-2.9734209,-2.8544744849205017
38,right,F.I.P.sup.,27,2.120411,-1.7321013,-1.8314806,-4.618347,-4.212975025177002
38,right,S.Pa.sup.,28,1.244609,-0.8420099,-0.93975604,-2.975256,-2.734362268447876
