Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
37,left,Sillon_Central,2,4.198467,-4.011522,-4.3318486,-8.497472,-7.556599283218383
37,left,Sillon_Temporal_superieur,3,3.1296637,-2.6130095,-3.1162214,-5.910235,-5.431701278686523
37,left,S.Pe.C.inf.,4,3.2075047,-3.1284976,-3.1188018,-7.2771525,-6.6054980754852295
37,left,S.Pe.C.sup.,5,2.653627,-2.0799975,-2.1783378,-6.1783814,-5.6850893020629885
37,left,S.Po.C.,6,2.5471985,-1.868454,-1.9728159,-6.8406153,-6.039384722709656
37,left,Fissure_Intra_Parietale,7,3.1495914,-3.0907605,-3.0871458,-6.422757,-5.991795492172241
37,left,Sillon_Frontal_superieur,8,2.7158341,-2.298699,-2.6501956,-5.5689297,-4.839602422714234
37,left,Sillon_Frontal_inferieur,9,2.213701,-2.1698136,-2.297934,-5.0519185,-4.3692333698272705
37,left,S.T.i.,10,1.6489917,1.5018256,1.0520494,-0.85989,-0.5558581948280334
37,left,F.C.M.,11,4.273246,-4.218043,-4.412653,-8.461812,-7.547186923027039
37,left,Fissure_Calcarine.,12,5.102207,-5.084581,-5.148926,-9.702368,-8.787237739562988
37,left,S.F.int.,13,0.9100075,0.5883307,0.51566774,-1.4421477,-0.8741912543773651
37,left,S.R.inf,14,1.2821577,0.7125189,0.58163345,-1.6104827,-1.3131930232048035
37,left,F.Coll.,15,3.5365734,-3.5286357,-3.7204096,-6.1972084,-5.703591966629029
37,left,S.S.p.,16,2.1155605,-1.5600944,-1.829019,-4.931591,-4.411519479751587
37,left,S.Call.,17,2.164714,-2.1628253,-2.2724335,-5.0424304,-4.063031005859375
37,left,Fissure_Parieto_Occipitale,18,3.538973,-3.4634793,-3.4926739,-7.1986766,-6.838957071304321
37,left,Sillon_Olfactif,19,1.2670256,0.09335178,-0.17007382,-2.235674,-1.9654609203338622
37,left,S.Or.,20,1.5906773,-0.55358124,-0.71641517,-3.690351,-3.300675129890442
37,left,S.O.T.Lat.,21,1.7964141,-1.6370351,-1.7325678,-4.3086333,-3.8066062927246094
37,left,S.C.LPC.,22,1.1926945,1.1926945,1.1298032,0.8120196,0.8458266735076905
37,left,S.F.int.,23,1.5757124,-1.4297731,-1.2974149,-3.7180424,-3.4129050374031067
37,left,S.F.marginal,24,1.2974839,0.54393315,0.061683137,-1.6030271,-1.3588531017303467
37,left,S.F.Orbitaire,25,1.3564817,1.3564817,1.1922569,0.6249958,0.6823066234588623
37,left,S.Rh.,26,2.5565464,2.5565464,2.2701383,0.85457605,0.9679044723510742
37,left,F.I.P.sup.,27,3.501872,-3.2696548,-3.4367383,-6.5657134,-6.246399021148681
37,left,S.Pa.sup.,28,2.5963855,2.5963855,2.4432967,1.7651582,1.7954791843891145
