Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
28,right,Sillon_Central,2,3.406744,-2.8191566,-3.714053,-5.783981,-5.360399913787842
28,right,Sillon_Temporal_superieur,3,1.9803154,-1.0226603,-1.1719998,-4.2785783,-4.001323342323303
28,right,S.Pe.C.inf.,4,1.1544197,-0.8547111,-0.9053713,-3.1953647,-2.5665841102600098
28,right,S.Pe.C.sup.,5,1.345763,0.8186894,0.82635736,-2.1524181,-1.642608880996704
28,right,S.Po.C.,6,1.3589184,-0.19369435,-0.0037814525,-3.1016426,-2.7378458380699158
28,right,Fissure_Intra_Parietale,7,1.9584738,1.9584738,1.8138977,1.0642679,1.1666674137115478
28,right,Sillon_Frontal_superieur,8,0.8489497,0.41420972,0.1982248,-2.2184973,-1.273752462863922
28,right,Sillon_Frontal_inferieur,9,1.295652,0.08288265,0.4774767,-3.2579079,-2.820961058139801
28,right,S.T.i.,10,2.3057103,2.2370825,1.7418948,-0.67052615,-0.30936670005321504
28,right,F.C.M.,11,3.061057,-2.9439738,-2.9340687,-5.665214,-4.849750995635986
28,right,Fissure_Calcarine.,12,5.73465,-5.6262975,-6.1193147,-9.577369,-9.290962409973144
28,right,S.F.int.,13,1.0151014,0.52409357,0.58185184,-2.755839,-1.5340806663036346
28,right,S.R.inf,14,1.09432,0.9760172,0.96943927,-0.8344384,-0.6088635563850403
28,right,F.Coll.,15,2.6525943,-1.3906206,-2.0140676,-4.7982473,-4.560727119445801
28,right,S.S.p.,16,1.7016643,-1.3738202,-1.6221472,-4.727545,-3.0216572284698486
28,right,S.Call.,17,2.087455,-2.087455,-1.9963454,-5.447974,-3.96361643075943
28,right,Fissure_Parieto_Occipitale,18,3.3881774,-2.9911199,-3.3026004,-7.177782,-6.514789938926697
28,right,Sillon_Olfactif,19,1.4521261,1.2062649,0.8746693,-1.0642431,-0.8021619766950607
28,right,S.Or.,20,1.210263,1.1600765,0.73097104,-0.30339837,-0.20674078166484833
28,right,S.O.T.Lat.,21,1.255062,0.9957497,1.2794205,-1.3491695,-0.9792288661003112
28,right,S.C.LPC.,22,1.3446214,1.3446214,1.2511724,0.33805808,0.5306528091430665
28,right,S.F.int.,23,1.1860588,0.98789966,0.8765589,-0.7406346,-0.6141169667243958
28,right,S.F.marginal,24,3.6030238,3.6030238,3.4020505,2.3002048,2.4638627886772158
28,right,S.F.Orbitaire,25,3.2847464,3.2847464,3.2741604,3.1528876,3.1540101885795595
28,right,S.Rh.,26,2.2776332,2.2776332,2.1155229,0.608939,0.9854966402053833
28,right,F.I.P.sup.,27,1.1983463,0.3882417,0.3853374,-2.309389,-1.8361801862716676
28,right,S.Pa.sup.,28,4.1299667,4.1299667,4.1210384,3.6473114,3.7197717666625976
