Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
32,right,Sillon_Central,2,1.3348916,-1.2383987,-1.3703818,-2.355076,-2.1371256828308107
32,right,Sillon_Temporal_superieur,3,0.95273393,-0.8895933,-0.9028896,-2.2630775,-1.9272301733493804
32,right,S.Pe.C.inf.,4,0.8960759,-0.756085,-0.8878322,-2.1512723,-1.877999633550644
32,right,S.Pe.C.sup.,5,0.6927898,-0.46403193,-0.32662427,-2.0074594,-1.7513355612754822
32,right,S.Po.C.,6,0.9155832,-0.63494724,-0.67593503,-2.150122,-1.8828064680099488
32,right,Fissure_Intra_Parietale,7,0.63045293,-0.37454572,-0.439917,-1.6119158,-1.3986270666122436
32,right,Sillon_Frontal_superieur,8,0.7781909,-0.68817955,-0.77042234,-1.7563126,-1.5492650389671325
32,right,Sillon_Frontal_inferieur,9,0.77949256,-0.6727638,-0.75500023,-2.0776193,-1.5963541567325592
32,right,S.T.i.,10,0.30668837,-0.08074414,-0.015791928,-1.0028328,-0.7630264669656753
32,right,F.C.M.,11,0.9070152,-0.6869447,-0.6765317,-2.1833148,-1.969003427028656
32,right,Fissure_Calcarine.,12,1.2203889,-1.1521207,-1.2397249,-2.435025,-2.184629499912262
32,right,S.F.int.,13,0.37464952,-0.28293657,-0.24648912,-1.0659496,-0.9263174057006835
32,right,S.R.inf,14,0.32862246,-0.20523477,-0.18285519,-0.8397275,-0.7970050990581512
32,right,F.Coll.,15,0.9003897,-0.61243105,-0.5402132,-2.348182,-2.1306384086608885
32,right,S.S.p.,16,0.52187955,-0.03200552,-0.09192812,-1.2876825,-1.0591635704040527
32,right,S.Call.,17,0.76040226,-0.2884424,-0.3544894,-2.2652469,-1.769241064786911
32,right,Fissure_Parieto_Occipitale,18,0.99876636,-0.9277891,-1.0165043,-1.9624159,-1.8115906536579132
32,right,Sillon_Olfactif,19,1.0836431,-0.98335475,-1.0583551,-2.322199,-2.135004758834839
32,right,S.Or.,20,0.5370842,-0.22955889,-0.2438885,-1.4350618,-1.2352729082107543
32,right,S.O.T.Lat.,21,0.65385693,-0.5697599,-0.4642167,-2.0042183,-1.768045687675476
32,right,S.C.LPC.,22,0.39841816,-0.018555846,-0.032538477,-0.78020865,-0.7264795064926147
32,right,S.F.int.,23,0.5497409,-0.48278254,-0.53691846,-1.233096,-1.1263129115104675
32,right,S.F.marginal,24,0.50386083,-0.28403693,-0.3698178,-1.1858425,-1.0564927220344544
32,right,S.F.Orbitaire,25,0.3499093,-0.3499093,-0.36947846,-0.4357593,-0.4213427022099495
32,right,S.Rh.,26,0.406958,-0.014521133,-0.050135195,-0.77973324,-0.6972917318344116
32,right,F.I.P.sup.,27,0.6556015,-0.5351275,-0.5198232,-1.712363,-1.4084418296813965
32,right,S.Pa.sup.,28,0.366946,0.041400187,0.014419786,-0.65521526,-0.6013784527778625
