Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
42,left,Sillon_Central,2,1.5185205,-1.5094712,-1.5759293,-2.9737241,-2.6153173208236695
42,left,Sillon_Temporal_superieur,3,1.4474694,-1.4106308,-1.4384508,-2.908323,-2.639885926246643
42,left,S.Pe.C.inf.,4,1.4735636,-1.4002843,-1.5573659,-3.0272765,-2.5970452666282653
42,left,S.Pe.C.sup.,5,1.4249644,-1.4163105,-1.3154932,-3.0043523,-2.662454128265381
42,left,S.Po.C.,6,1.3577665,-1.2993598,-1.2959032,-3.0687435,-2.7091127038002014
42,left,Fissure_Intra_Parietale,7,1.5326438,-1.5268682,-1.5030818,-3.1121964,-2.8876383423805234
42,left,Sillon_Frontal_superieur,8,1.4660734,-1.4431679,-1.4453892,-2.868547,-2.666962170600891
42,left,Sillon_Frontal_inferieur,9,1.3176932,-1.2696214,-1.3886418,-2.348052,-2.243785095214844
42,left,S.T.i.,10,0.9133012,-0.8653964,-0.89798206,-2.3366647,-1.9883743166923522
42,left,F.C.M.,11,1.5045844,-1.4110849,-1.5600005,-3.043687,-2.7372326850891113
42,left,Fissure_Calcarine.,12,1.4586102,-1.429164,-1.5442529,-2.788009,-2.5575462341308595
42,left,S.F.int.,13,0.71848845,-0.5799411,-0.57217336,-2.0896575,-1.691117763519287
42,left,S.R.inf,14,1.1146759,-1.0936784,-1.1983433,-2.1577485,-2.036184072494507
42,left,F.Coll.,15,1.5690185,-1.5357912,-1.6826426,-3.0271544,-2.724281668663025
42,left,S.S.p.,16,1.2673042,-1.2200547,-1.2907062,-2.807776,-2.4853969693183897
42,left,S.Call.,17,1.7431877,-1.7246922,-1.7757252,-3.4827628,-3.1899871826171875
42,left,Fissure_Parieto_Occipitale,18,1.3158289,-1.3123372,-1.3035095,-2.5342968,-2.342088222503662
42,left,Sillon_Olfactif,19,1.8209093,-1.8206447,-1.843935,-3.093457,-2.8860416412353516
42,left,S.Or.,20,1.2195252,-1.2063942,-1.1875975,-2.376675,-2.3037036657333374
42,left,S.O.T.Lat.,21,1.3980105,-1.3609669,-1.4381845,-2.8588424,-2.5957226157188416
42,left,S.C.LPC.,22,0.734838,-0.734838,-0.7422714,-1.0951049,-1.0705992221832275
42,left,S.F.int.,23,1.0350012,-0.83176136,-0.78694856,-2.74832,-2.4616041779518127
42,left,S.F.marginal,24,1.249765,-1.1820858,-1.2730534,-2.6339583,-2.3646360635757446
42,left,S.F.Orbitaire,25,1.0067456,-0.7880588,-0.9195553,-2.0312073,-1.95481835603714
42,left,S.Rh.,26,1.0806364,-0.99366105,-1.2314771,-2.1565847,-2.053169918060303
42,left,F.I.P.sup.,27,1.3501309,-1.2419578,-1.2691941,-3.0098324,-2.7255173683166505
42,left,S.Pa.sup.,28,1.0391195,-0.8380435,-0.87215054,-2.1245449,-2.0709332823753357
