subject,sessions,alphas,diff_fundicrest_dpfstar
CC00839XX23,23710,100,0.2857763410806642
CC00839XX23,23710,150,0.32577583111996655
CC00839XX23,23710,200,0.36416163711135385
CC00839XX23,23710,250,0.392743182797743
CC00839XX23,23710,300,0.4255899266729368
CC00839XX23,23710,400,0.48473010350643525
CC00839XX23,23710,500,0.5311060526581414
CC00839XX23,23710,600,0.568401666259897
CC00839XX23,23710,700,0.5999986418255286
CC00839XX23,23710,800,0.6293645031554262
CC00839XX23,23710,900,0.6519354293054573
CC00839XX23,23710,1000,0.6758631284083985
CC00839XX23,23710,2000,0.7876676696843472
KKI2009_113,MR1,0,0.24619119612549448
KKI2009_113,MR1,1,0.24808466438832824
KKI2009_113,MR1,5,0.2524656867604837
KKI2009_113,MR1,10,0.2496518084353751
KKI2009_113,MR1,50,0.30627993005854337
KKI2009_113,MR1,100,0.3622150132743095
KKI2009_113,MR1,150,0.39681856760903217
KKI2009_113,MR1,200,0.4339609123507353
KKI2009_113,MR1,250,0.4678829564475002
KKI2009_113,MR1,300,0.5006790055564103
KKI2009_113,MR1,400,0.5558844671872412
KKI2009_113,MR1,500,0.6011785831365912
KKI2009_113,MR1,600,0.631834541886723
KKI2009_113,MR1,700,0.6593285683274834
KKI2009_113,MR1,800,0.6801741551996511
KKI2009_113,MR1,900,0.7002597271395999
KKI2009_113,MR1,1000,0.7143176573695976
KKI2009_113,MR1,2000,0.8008413066619673
KKI2009_142,MR1,0,0.11265611973859606
KKI2009_142,MR1,1,0.11687447263353196
KKI2009_142,MR1,5,0.12825135886903813
KKI2009_142,MR1,10,0.13880953726662376
KKI2009_142,MR1,50,0.19717721551124387
KKI2009_142,MR1,100,0.2654848161208432
KKI2009_142,MR1,150,0.326867558783502
KKI2009_142,MR1,200,0.38397725288359813
KKI2009_142,MR1,250,0.4283464144073751
KKI2009_142,MR1,300,0.46089519911812155
KKI2009_142,MR1,400,0.5231700969640806
KKI2009_142,MR1,500,0.5666808504842574
KKI2009_142,MR1,600,0.5970153580189724
KKI2009_142,MR1,700,0.6169242291501357
KKI2009_142,MR1,800,0.6349406030000297
KKI2009_142,MR1,900,0.6508586457201733
KKI2009_142,MR1,1000,0.6652055580037824
KKI2009_142,MR1,2000,0.7640749365134938
KKI2009_505,MR1,0,0.26466896458959704
KKI2009_505,MR1,1,0.26305511691564387
KKI2009_505,MR1,5,0.2668697991943641
KKI2009_505,MR1,10,0.2726808886482567
KKI2009_505,MR1,50,0.3375863916865954
KKI2009_505,MR1,100,0.39992366435112336
KKI2009_505,MR1,150,0.4429690049007186
KKI2009_505,MR1,200,0.4755380433342067
KKI2009_505,MR1,250,0.5082394936935763
KKI2009_505,MR1,300,0.5328436991013594
KKI2009_505,MR1,400,0.5803190493325651
KKI2009_505,MR1,500,0.6225612165701764
KKI2009_505,MR1,600,0.6551743238659093
KKI2009_505,MR1,700,0.6822581244958442
KKI2009_505,MR1,800,0.7051817691541834
KKI2009_505,MR1,900,0.7202739945179236
KKI2009_505,MR1,1000,0.7323883791559715
KKI2009_505,MR1,2000,0.8074226284503221
