Week,Hemi,ROI,Label,Sulc_Mean_abs,Sulc_Mean,Sulc_Median,Sulc_Min,Sulc_5p
38,right,Sillon_Central,2,4.215604,-4.101623,-4.357151,-8.261632,-7.305197238922119
38,right,Sillon_Temporal_superieur,3,3.5687404,-2.888703,-3.4001627,-7.008534,-6.25659761428833
38,right,S.Pe.C.inf.,4,3.579091,-3.3230133,-3.4299078,-7.3711653,-6.665435194969177
38,right,S.Pe.C.sup.,5,2.460034,-1.8130666,-1.8576165,-6.544586,-5.877983808517456
38,right,S.Po.C.,6,2.6248958,-2.2259302,-2.3692706,-6.732311,-5.799504971504211
38,right,Fissure_Intra_Parietale,7,1.9395738,-1.5898306,-1.7898729,-4.257408,-3.803403115272522
38,right,Sillon_Frontal_superieur,8,2.647267,-2.3537183,-2.5129988,-5.8888845,-4.9456816673278805
38,right,Sillon_Frontal_inferieur,9,2.1807468,-1.0271827,-1.6608183,-4.8636317,-3.4849347472190857
38,right,S.T.i.,10,2.0884945,1.708141,1.0182573,-1.4035835,-1.0251512467861175
38,right,F.C.M.,11,3.901532,-3.7941053,-4.117098,-8.256177,-7.197933721542358
38,right,Fissure_Calcarine.,12,4.1076865,-4.1076865,-3.813747,-8.786816,-7.920468139648437
38,right,S.F.int.,13,2.0747454,1.8263791,1.8729584,-3.1895397,-0.9168034642934799
38,right,S.R.inf,14,0.7101282,0.37307116,0.23992723,-0.880372,-0.713981357216835
38,right,F.Coll.,15,3.319922,-3.267284,-3.3459725,-7.0813565,-6.537913608551025
38,right,S.S.p.,16,1.8097881,-1.3944927,-1.4221116,-4.574774,-4.072860956192017
38,right,S.Call.,17,1.8293514,-1.8290104,-1.880333,-3.8755448,-2.9420067071914673
38,right,Fissure_Parieto_Occipitale,18,2.8748617,-1.9470161,-2.1531358,-6.6599827,-6.087111210823059
38,right,Sillon_Olfactif,19,1.5658092,-0.054792386,-0.041546855,-3.2462215,-2.8724496960639954
38,right,S.Or.,20,1.6689199,-0.87942976,-0.6860874,-4.1670356,-3.9173080921173096
38,right,S.O.T.Lat.,21,1.563044,-1.0307618,-1.0765033,-4.338192,-3.901886820793152
38,right,S.C.LPC.,22,1.495766,1.4502752,1.5508611,-0.38755026,-0.14297783076763151
38,right,S.F.int.,23,1.3520676,-1.1270363,-1.0400687,-3.35276,-3.117671012878418
38,right,S.F.marginal,24,1.746969,1.1575574,0.86548245,-2.044858,-1.5605156600475312
38,right,S.F.Orbitaire,25,3.889654,3.889654,3.985923,2.9714348,3.102552592754364
38,right,S.Rh.,26,2.048888,2.048888,1.611371,0.9252341,1.0339868664741516
38,right,F.I.P.sup.,27,2.4330328,-2.2406168,-2.1899016,-5.8429985,-5.347359085083008
38,right,S.Pa.sup.,28,2.6362453,2.6362453,2.6762516,1.5965647,1.6836629867553712
