Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
35,right,Sillon_Central,2,1.3921244,-1.3472646,-1.4421366,-2.525692,-2.3196459770202638
35,right,Sillon_Temporal_superieur,3,1.1058046,-1.0467138,-1.0513567,-2.522054,-2.1976174116134644
35,right,S.Pe.C.inf.,4,1.1023965,-1.0441062,-1.1205992,-2.534351,-2.1414732336997986
35,right,S.Pe.C.sup.,5,0.9261635,-0.74328506,-0.7131158,-2.4834359,-2.178670644760132
35,right,S.Po.C.,6,1.067124,-0.90861404,-1.022819,-2.46501,-2.2545445919036866
35,right,Fissure_Intra_Parietale,7,0.80292654,-0.566475,-0.60005116,-2.0261662,-1.7414780855178833
35,right,Sillon_Frontal_superieur,8,1.0907986,-1.0279061,-1.0580852,-2.2818959,-2.0679938435554504
35,right,Sillon_Frontal_inferieur,9,1.0111167,-0.9072539,-0.9736419,-2.2347865,-1.977886587381363
35,right,S.T.i.,10,0.49076617,-0.27413845,-0.27384466,-1.2821136,-1.1214636445045472
35,right,F.C.M.,11,1.2121105,-1.1053486,-1.2235904,-2.51001,-2.2091841459274293
35,right,Fissure_Calcarine.,12,1.2592678,-1.1803805,-1.2867768,-2.597227,-2.2998954176902773
35,right,S.F.int.,13,0.34755287,-0.19839437,-0.25626117,-0.8919966,-0.7221981018781662
35,right,S.R.inf,14,0.48370793,-0.3284737,-0.2547356,-1.36308,-1.2421539783477784
35,right,F.Coll.,15,1.0765479,-0.6585317,-0.60834783,-2.650138,-2.388277864456177
35,right,S.S.p.,16,0.7265387,-0.26956612,-0.40271154,-1.839623,-1.5342279076576233
35,right,S.Call.,17,1.1640052,-0.72840416,-0.9508518,-2.481689,-2.1624390482902527
35,right,Fissure_Parieto_Occipitale,18,1.1113433,-1.0571712,-1.1593728,-2.0269551,-1.926698589324951
35,right,Sillon_Olfactif,19,1.3748723,-1.3259654,-1.4057893,-2.7029326,-2.51126229763031
35,right,S.Or.,20,0.71254903,-0.51432544,-0.4493549,-1.8153365,-1.6243143916130065
35,right,S.O.T.Lat.,21,0.93854505,-0.8046784,-0.84216464,-2.3766475,-2.1390973210334776
35,right,S.C.LPC.,22,0.50601274,-0.38594624,-0.41989607,-1.0519297,-1.0313001871109009
35,right,S.F.int.,23,0.79470277,-0.7058485,-0.6412272,-1.9764937,-1.7934138178825378
35,right,S.F.marginal,24,0.75830925,-0.56668156,-0.69710124,-1.6254861,-1.5226776599884033
35,right,S.F.Orbitaire,25,0.61481816,-0.61481816,-0.6359365,-0.71585625,-0.7050583362579346
35,right,S.Rh.,26,0.5166426,-0.19069159,-0.26244563,-1.1426048,-1.0372730493545532
35,right,F.I.P.sup.,27,0.84182537,-0.75301415,-0.72924006,-1.9516197,-1.781330370903015
35,right,S.Pa.sup.,28,0.57798404,-0.31118116,-0.35564595,-1.1863972,-1.1076502323150634
